股票代號,股票名稱,日期,收盤價,漲跌(元),漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
00400A,主動國泰動能高息,2026-06-03,15.02,0.26,1.76,59840229,898275173,紅縮,否,是,14.79,14.57,14.05,12.83,3.0514,6.194,2.6184
00401A,主動摩根台灣鑫收,2026-06-03,13.97,0.28,2.05,10924646,152360973,紅增,否,是,13.69,13.54,13.05,12.06,2.3315,5.1577,2.6711
00403A,主動統一升級50,2026-06-03,10.79,0.09,0.84,603168109,6543349621,,否,,10.7,10.57,10.32,,2.4325,3.954,1.6342
0050,元大台灣50,2026-06-03,107.6,1.9,1.8,79592362,8559208311,紅增,否,是,104.94,102.38,98.98,90.44,5.1398,5.4325,3.0585
0051,元大中型100,2026-06-03,147.75,2.55,1.76,102880,15169055,紅增,否,是,143.49,140.93,136.15,127.21,3.7077,5.2779,2.8809
0052,富邦科技,2026-06-03,63.6,0.9,1.44,23456486,1490041339,紅增,否,是,61.85,60.38,58.31,53.4,4.9907,5.5225,3.2815
0053,元大電子,2026-06-03,248.5,5.15,2.12,22869,5684668,紅增,否,是,242.33,237.27,228.93,207.63,4.3581,5.5073,3.1321
0055,元大MSCI金融,2026-06-03,38.61,2.02,5.52,2124175,81153954,紅增,是,是,36.21,35.27,34.56,33.78,5.4889,3.629,2.0991
0056,元大高股息,2026-06-03,53.8,1.0,1.89,48338648,2583508612,紅增,否,是,51.51,49.7,47.26,43.21,7.5641,7.6651,5.2716
0057,富邦摩台,2026-06-03,319.25,6.9,2.21,7125,2271529,紅增,否,是,310.84,303.55,294.65,268.86,4.9249,5.0929,2.9084
0061,元大寶滬深,2026-06-03,25.43,0.15,0.59,553970,14099043,綠轉紅,否,是,25.13,25.02,25.02,24.43,0.8266,0.4254,0.5384
006203,元大MSCI台灣,2026-06-03,195.0,3.1,1.62,101930,19902569,紅增,是,是,190.35,186.09,180.13,164.98,4.6857,5.3052,2.9196
006204,永豐臺灣加權,2026-06-03,232.9,5.7,2.51,33803,7841770,紅增,否,是,225.9,220.94,213.49,197.77,4.5979,5.2723,3.0618
006205,富邦上証,2026-06-03,41.21,0.11,0.27,773651,31798950,綠縮,否,是,40.93,41.02,41.27,40.58,-0.4136,-0.42,-0.0617
006206,元大上證50,2026-06-03,36.71,-0.16,-0.43,99963,3677428,綠縮,否,否,36.54,36.63,37.09,36.88,-0.4902,-0.9116,-0.6721
006207,復華滬深,2026-06-03,34.1,0.19,0.56,203819,6969048,紅增,否,是,33.74,33.56,33.55,32.84,1.0302,0.5422,0.5168
006208,富邦台50,2026-06-03,248.8,4.25,1.74,3182602,791864475,紅增,否,是,242.33,236.66,229.0,209.41,4.9093,5.3227,2.9526
00631L,元大台灣50正2,2026-06-03,39.22,1.31,3.46,193364778,7562751092,紅增,否,是,37.26,35.65,33.63,28.96,9.4969,10.1165,5.5108
00632R,元大台灣50反1,2026-06-03,10.02,-0.17,-1.67,139997820,1406904342,綠增,否,否,10.3,10.56,10.96,11.96,-4.6994,-5.4884,-2.9578
00633L,富邦上証正2,2026-06-03,55.6,1.0,1.83,4441336,246408935,紅增,否,是,53.92,52.89,52.8,51.5,3.9722,1.7996,0.826
00634R,富邦上証反1,2026-06-03,2.96,-0.03,-1.0,612601,1815139,綠增,否,否,3.02,3.05,3.05,3.1,-1.9506,-1.0718,-0.5538
00635U,期元大S&P黃金,2026-06-03,46.7,-0.5,-1.06,3652180,170780762,綠增,否,否,46.79,47.05,47.8,49.26,-1.0866,-1.1244,-0.6681
00636,國泰中國A50,2026-06-03,29.51,0.2,0.68,1139830,33578292,紅增,是,是,29.05,28.74,28.7,28.32,2.1591,0.9163,0.5061
