股票代號,股票名稱,日期,收盤價,漲跌(元),漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
00411A,主動統一前沿科技,2026-09-08,9.76,-0.05,-0.51,16833668000,0,,是,,9.67,9.7,9.73,,-0.5143,0.4558,
006201,元大富櫃50,2026-09-08,45.23,-0.18,-0.4,89683000,0,紅縮,否,,44.65,43.98,42.65,,3.113,2.0301,1.1827
00679B,元大美債20年,2026-09-08,25.6,-0.02,-0.08,13492983000,0,綠縮,否,,25.68,25.79,26.21,,-0.8416,-1.5534,-1.1001
00687B,國泰20年美債,2026-09-08,26.92,-0.05,-0.19,17335268000,0,綠縮,否,,27.02,27.1,27.4,,-0.6326,-1.008,-0.8109
00687C,國泰20年美債+櫃U,2026-09-08,9.12,0.03,0.33,25000000,0,紅增,否,,9.09,9.1,9.11,,-0.1099,-0.1318,-0.3444
00694B,富邦美債1-3,2026-09-08,41.43,-0.13,-0.31,520060000,0,綠增,是,,41.63,41.75,42.06,,-0.5827,-0.8407,-0.4603
00695B,富邦美債7-10,2026-09-08,34.31,-0.1,-0.29,117317000,0,綠增,否,,34.49,34.66,35.0,,-0.9762,-1.1973,-0.7668
00696B,富邦美債20年,2026-09-08,27.88,-0.06,-0.21,3887427000,0,綠縮,是,,27.98,28.06,28.38,,-0.5898,-1.0054,-0.9512
00697B,元大美債7-10,2026-09-08,34.88,-0.11,-0.31,215032000,0,綠增,否,,35.06,35.23,35.57,,-0.9549,-1.1615,-0.6217
00719B,元大美債1-3,2026-09-08,30.81,-0.12,-0.39,2224305000,0,綠增,否,,30.96,31.06,31.26,,-0.6354,-0.8047,-0.4838
00720B,元大投資級公司債,2026-09-08,31.58,-0.07,-0.22,5456217000,0,綠縮,是,,31.71,31.79,32.11,,-0.5145,-0.9996,-1.0707
00722B,群益投資級電信債,2026-09-08,33.94,-0.07,-0.21,2772277000,0,綠縮,否,,34.08,34.16,34.49,,-0.4673,-0.8648,-1.0131
00723B,群益投資級科技債,2026-09-08,29.09,-0.03,-0.1,103000000,0,綠縮,否,,29.19,29.26,29.55,,-0.5045,-1.1786,-0.9684
00724B,群益投資級金融債,2026-09-08,32.42,-0.08,-0.25,3756101000,0,綠縮,否,,32.57,32.72,33.08,,-0.8704,-1.2555,-0.9046
00725B,國泰投資級公司債,2026-09-08,33.64,-0.06,-0.18,2606074000,0,綠縮,否,,33.78,33.87,34.21,,-0.5241,-1.0487,-0.8909
00726B,國泰新興投等債,2026-09-08,31.93,-0.11,-0.34,250758000,0,綠縮,是,,32.07,32.19,32.52,,-0.7551,-0.8226,-1.0106
00727B,國泰優選非投等債,2026-09-08,38.96,-0.12,-0.31,209041000,0,綠增,否,,39.15,39.24,39.47,,-0.4526,-0.7512,-0.5179
00734B,台新JPM新興債,2026-09-08,15.41,0.06,0.39,4000000,0,綠縮,否,,15.39,15.42,15.59,,-0.3626,-0.9317,-0.9716
00740B,富邦全球投等債,2026-09-08,36.99,-0.08,-0.22,1251475000,0,綠縮,否,,37.15,37.24,37.68,,-0.5089,-1.2358,-0.9113
00741B,富邦全球非投等債,2026-09-08,36.92,-0.14,-0.38,214795000,0,綠縮,是,,37.06,37.16,37.53,,-0.4886,-1.0677,-0.4932
00746B,富邦A級公司債,2026-09-08,34.09,-0.06,-0.18,582616000,0,綠縮,否,,34.23,34.36,34.74,,-0.7942,-1.199,-0.9198
00749B,凱基新興債10+,2026-09-08,30.61,-0.09,-0.29,108121000,0,綠縮,否,,30.69,30.76,31.06,,-0.4217,-0.9404,-0.9235
00750B,凱基科技債10+,2026-09-08,31.45,0.0,0.0,100000000,0,綠縮,否,,31.53,31.59,31.93,,-0.4106,-1.1019,-1.0153
00751B,元大AAA至A公司債,2026-09-08,30.09,-0.06,-0.2,4397752000,0,綠縮,否,,30.21,30.31,30.65,,-0.6642,-1.1447,-0.91
00754B,群益AAA-AA公司債,2026-09-08,31.12,-0.02,-0.06,105000000,0,綠縮,否,,31.19,31.28,31.92,,-0.5928,-2.0418,-1.4311
00755B,群益投資級公用債,2026-09-08,31.29,-0.08,-0.26,110218000,0,綠縮,否,,31.4,31.5,32.09,,-0.6456,-1.8356,-1.2236
00756B,群益投等新興公債,2026-09-08,30.14,-0.03,-0.1,232035000,0,綠縮,否,,30.19,30.31,30.89,,-0.7821,-1.9918,-1.2783
00758B,復華能源債,2026-09-08,49.82,-0.02,-0.04,102989000,0,綠縮,否,,49.92,49.98,50.72,,-0.2598,-1.3948,-0.9443
00759B,復華製藥債,2026-09-08,52.2,-0.15,-0.29,100999000,0,綠縮,否,,52.41,52.58,53.43,,-0.6445,-1.5724,-1.1517
00760B,復華新興企業債,2026-09-08,51.9,-0.1,-0.19,113932000,0,綠縮,否,,52.0,52.22,53.01,,-0.8391,-1.6109,-1.0731
00761B,國泰A級公司債,2026-09-08,32.68,-0.06,-0.18,480270000,0,綠縮,否,,32.82,32.93,33.55,,-0.702,-1.8945,-1.2089
00764B,群益25年美債,2026-09-08,26.81,-0.04,-0.15,3717058000,0,綠縮,否,,26.91,26.99,27.3,,-0.6131,-1.0521,-0.8659
00768B,復華20年美債,2026-09-08,47.66,-0.09,-0.19,246798000,0,綠縮,否,,47.82,47.98,48.93,,-0.6606,-1.8633,-1.2651
00772B,中信高評級公司債,2026-09-08,32.12,-0.05,-0.16,3050767000,0,綠縮,是,,32.26,32.38,32.81,,-0.7446,-1.3858,-0.9854
00773B,中信優先金融債,2026-09-08,34.39,-0.11,-0.32,786820000,0,綠縮,否,,34.58,34.74,35.22,,-0.9511,-1.5138,-0.945
00777B,凱基AAA至A公司債,2026-09-08,30.97,0.01,0.03,103082000,0,綠縮,否,,31.04,31.15,31.55,,-0.6783,-1.2679,-1.0693
00778B,凱基金融債20+,2026-09-08,32.92,-0.03,-0.09,113000000,0,綠縮,否,,33.03,33.17,33.65,,-0.8167,-1.5202,-0.9654
00779B,凱基美債25+,2026-09-08,27.16,-0.01,-0.04,304151000,0,綠縮,否,,27.22,27.3,27.61,,-0.577,-1.0223,-0.8706
00780B,國泰A級金融債,2026-09-08,35.97,-0.08,-0.22,107014000,0,綠縮,否,,36.16,36.34,36.97,,-1.0183,-1.9241,-0.9815
00781B,國泰A級科技債,2026-09-08,26.93,-0.04,-0.15,152164000,0,綠縮,否,,27.02,27.09,27.38,,-0.5668,-1.0699,-0.9316
00782B,國泰A級公用債,2026-09-08,29.14,-0.03,-0.1,233320000,0,綠縮,否,,29.23,29.33,29.67,,-0.666,-1.0993,-1.0753
00785B,富邦金融投等債,2026-09-08,33.5,-0.1,-0.3,52078000,0,綠縮,否,,33.69,33.88,34.3,,-1.0688,-1.4258,-0.9745
00786B,元大10年IG銀行債,2026-09-08,31.48,-0.01,-0.03,9000000,0,綠縮,否,,31.56,31.73,32.25,,-1.0784,-1.8074,-1.0206
00787B,元大10年IG醫療債,2026-09-08,31.46,-0.09,-0.29,3100000,0,綠縮,否,,31.57,31.67,32.01,,-0.6482,-1.0929,-0.8196
00788B,元大10年IG電能債,2026-09-08,28.82,-0.06,-0.21,101000000,0,綠縮,是,,28.94,29.04,29.38,,-0.6796,-1.1776,-1.1124
00789B,復華公司債A3,2026-09-08,45.73,-0.01,-0.02,100000000,0,綠縮,否,,45.84,45.95,46.47,,-0.5079,-1.0699,-1.2107
00791B,復華信用債1-5,2026-09-08,56.25,-0.15,-0.27,100000000,0,綠增,否,,56.5,56.71,57.09,,-0.7553,-0.7698,-0.5834
00792B,群益A級公司債,2026-09-08,30.54,-0.04,-0.13,112957000,0,綠縮,否,,30.63,30.71,31.04,,-0.5649,-1.063,-0.8324
00793B,群益AAA-A醫療債,2026-09-08,29.49,-0.09,-0.3,80850000,0,綠縮,否,,29.58,29.7,30.07,,-0.7714,-1.2371,-0.9683
00795B,中信美國公債20年,2026-09-08,25.69,-0.03,-0.12,6318950000,0,綠縮,否,,25.79,25.87,26.33,,-0.609,-1.6726,-1.158
00799B,國泰A級醫療債,2026-09-08,28.26,-0.04,-0.14,181222000,0,綠縮,否,,28.36,28.45,28.97,,-0.6168,-1.8088,-1.1702
00834B,第一金金融債10+,2026-09-08,32.85,-0.08,-0.24,111030000,0,綠縮,否,,32.95,33.1,33.43,,-0.8844,-1.0228,-1.0405
00836B,永豐10年A公司債,2026-09-08,27.61,0.04,0.15,71024000,0,綠縮,否,,27.67,27.79,28.13,,-0.8742,-1.1981,-0.9508
00840B,凱基IG精選15+,2026-09-08,28.48,0.01,0.04,100000000,0,綠縮,否,,28.56,28.66,29.06,,-0.7093,-1.4071,-1.1127
00841B,凱基AAA-AA公司債,2026-09-08,27.13,0.0,0.0,100000000,0,綠縮,否,,27.19,27.3,27.82,,-0.7809,-1.8658,-1.3809
00842B,台新美元銀行債,2026-09-08,29.1,-0.09,-0.31,324138000,0,綠縮,是,,29.18,29.27,29.61,,-0.613,-1.1482,-0.9767
00844B,台新15年IG金融債,2026-09-08,30.17,-0.03,-0.1,80000000,0,綠縮,否,,30.26,30.38,30.96,,-0.7412,-1.9211,-1.1556
00845B,富邦新興投等債,2026-09-08,32.14,-0.18,-0.56,182340000,0,綠縮,否,,32.35,32.5,33.02,,-0.9005,-1.6492,-1.034
00846B,富邦歐洲銀行債,2026-09-08,34.82,-0.11,-0.31,101122000,0,綠縮,否,,34.97,35.13,35.73,,-0.9068,-1.8551,-0.9576
00847B,中信美國市政債,2026-09-08,24.33,-0.01,-0.04,309094000,0,綠縮,否,,24.44,24.55,25.0,,-0.9244,-1.7843,-1.3321
00848B,中信新興亞洲債,2026-09-08,33.13,-0.08,-0.24,218001000,0,綠縮,否,,33.25,33.37,33.67,,-0.7226,-0.8734,-0.8934
00849B,中信EM主權債0-5,2026-09-08,36.91,-0.2,-0.54,224210000,0,綠增,否,,37.13,37.23,37.52,,-0.5784,-0.86,-0.5157
00853B,統一美債10年Aa-A,2026-09-08,26.5,-0.06,-0.23,609907000,0,綠縮,否,,26.6,26.68,26.97,,-0.6202,-1.1119,-0.8964
00856B,永豐1-3年美公債,2026-09-08,37.04,-0.2,-0.54,60254000,0,綠增,是,,37.24,37.5,37.84,,-1.3982,-1.1988,-0.4447
00857B,永豐20年美公債,2026-09-08,22.36,-0.04,-0.18,1741708000,0,綠縮,是,,22.44,22.5,22.76,,-0.5848,-1.0422,-0.8407
00858,永豐美國500大,2026-09-08,35.73,-0.01,-0.03,217514000,0,綠縮,否,,35.77,35.79,35.98,,-0.1229,-0.8203,-0.7475
00859B,群益0-1年美債,2026-09-08,40.75,-0.15,-0.37,3757309000,0,綠增,否,,40.95,41.03,41.31,,-0.3844,-0.7235,-0.2969
00860B,群益1-5Y投資級債,2026-09-08,37.6,-0.09,-0.24,116747000,0,綠縮,否,,37.75,37.86,38.36,,-0.6161,-1.4112,-0.6488
00862B,中信投資級公司債,2026-09-08,30.44,0.02,0.07,336716000,0,綠縮,否,,30.5,30.59,30.91,,-0.5931,-1.0639,-0.8405
00863B,中信全球電信債,2026-09-08,30.63,-0.07,-0.23,374065000,0,綠縮,否,,30.73,30.77,31.1,,-0.2856,-1.0005,-0.8449
00864B,中信美國公債0-1,2026-09-08,45.6,-0.21,-0.46,896286000,0,綠增,否,,45.86,45.95,46.56,,-0.3953,-1.3334,-0.6095
00867B,台新A-BBB電信債,2026-09-08,29.14,-0.06,-0.21,10014000,0,綠縮,否,,29.22,29.4,30.0,,-1.2773,-2.0454,-1.5633
00870B,元大15年EM主權債,2026-09-08,27.2,-0.09,-0.33,1000000,0,綠縮,否,,27.3,27.38,27.66,,-0.5972,-1.0088,-1.2795
00877,復華中國5G,2026-09-08,37.71,0.18,0.48,3044833000,0,紅增,是,,36.88,37.0,36.89,,-0.6573,-0.0729,-2.5169
00884B,中信低碳新興債,2026-09-08,28.47,-0.05,-0.18,210741000,0,綠縮,否,,28.54,28.63,28.92,,-0.6405,-1.0266,-1.0217
00886,永豐美國科技,2026-09-08,47.19,-0.01,-0.02,22321000,0,紅縮,否,,47.14,47.04,46.24,,0.4175,1.2222,0.63
00887,永豐中國科技50大,2026-09-08,15.87,-0.04,-0.25,4648203000,0,綠縮,否,,15.85,16.05,16.5,,-2.3528,-3.355,-2.7202
00888,永豐台灣ESG,2026-09-08,34.37,-0.48,-1.38,6222968000,0,紅增,否,,33.9,33.31,32.85,,3.6188,2.3349,-0.9708
00890B,凱基ESG BBB債15+,2026-09-08,30.93,-0.01,-0.03,121452000,0,綠縮,否,,30.99,31.07,31.44,,-0.5264,-1.2395,-0.9594
00928,中信上櫃ESG 30,2026-09-08,32.65,-0.43,-1.3,309733000,0,紅縮,否,,32.63,32.36,31.19,,1.6513,1.9662,0.9076
00931B,統一美債20年,2026-09-08,12.93,-0.04,-0.31,1857878000,0,綠縮,否,,12.98,13.03,13.17,,-0.6276,-1.0409,-0.9623
00933B,國泰10Y+金融債,2026-09-08,15.4,-0.04,-0.26,9239040000,0,綠縮,否,,15.47,15.55,15.76,,-1.049,-1.5385,-0.8899
00937B,群益ESG投等債20+,2026-09-08,14.19,-0.04,-0.28,43760284000,0,綠縮,否,,14.25,14.28,14.45,,-0.4751,-1.2858,-0.9423
00942B,台新美A公司債20+,2026-09-08,13.62,-0.01,-0.07,2143905000,0,綠縮,是,,13.68,13.72,13.9,,-0.6249,-1.3306,-0.976
00948B,中信優息投資級債,2026-09-08,9.07,-0.02,-0.22,3294869000,0,綠縮,否,,9.1,9.12,9.23,,-0.3939,-1.1594,-0.9127
00950B,凱基A級公司債,2026-09-08,13.47,-0.01,-0.07,3409538000,0,綠縮,否,,13.52,13.6,13.79,,-1.2274,-1.4703,-1.0439
00955,中信日本商社,2026-09-08,16.58,0.25,1.53,7661339000,0,紅增,否,,16.24,15.89,15.55,,4.532,2.3385,3.0829
00957B,兆豐US優選投等債,2026-09-08,12.86,-0.02,-0.16,33317000,0,綠縮,否,,12.91,12.94,13.1,,-0.432,-1.267,-0.9826
00958B,永豐ESG銀行債15+,2026-09-08,8.93,-0.03,-0.33,74836000,0,綠縮,否,,8.96,9.02,9.14,,-1.1907,-1.4645,-1.0131
00959B,大華投等美債15Y+,2026-09-08,9.0,-0.01,-0.11,1107440000,0,綠縮,否,,9.03,9.08,9.19,,-1.1384,-1.2931,-0.9588
00966B,統一ESG投等債15+,2026-09-08,13.32,-0.03,-0.22,710871000,0,綠縮,否,,13.37,13.43,13.6,,-0.8305,-1.2137,-0.9976
00967B,元大優息美債,2026-09-08,8.83,-0.02,-0.23,152076000,0,綠縮,否,,8.87,8.9,9.0,,-0.8055,-1.1987,-0.897
00968B,元大優息投等債,2026-09-08,8.9,-0.02,-0.22,780345000,0,綠縮,否,,8.93,8.96,9.06,,-0.6452,-1.2453,-0.902
00969B,元大零息超長美債,2026-09-08,7.96,0.0,0.0,458652000,0,綠縮,否,,7.96,7.97,8.08,,-0.1505,-0.9199,-1.1315
00970B,台新BBB投等債20+,2026-09-08,8.97,-0.02,-0.22,1324389000,0,綠縮,否,,9.0,9.02,9.14,,-0.4423,-1.3231,-0.9322
009806,台新標普500,2026-09-08,13.53,-0.01,-0.07,30175000,0,綠增,是,,13.56,13.58,13.59,,-0.2354,-0.9627,0.1437
009807,台新標普科技精選,2026-09-08,16.9,0.0,0.0,22146000,0,綠轉紅,否,,16.75,16.77,16.68,,-0.2382,0.0418,0.2434
00980B,台新特選IG債10+,2026-09-08,9.1,-0.01,-0.11,126310000,0,綠縮,否,,9.14,9.16,9.26,,-0.4576,-1.2083,-0.8827
00980D,主動聯博投等入息,2026-09-08,19.93,-0.05,-0.25,1999346000,0,綠縮,是,,20.0,20.06,20.25,,-0.6459,-1.1043,-0.6282
00980T,平衡凱基美國TOP,2026-09-08,11.82,0.0,0.0,1145562000,0,綠增,是,,11.82,11.77,11.77,,0.8019,-0.65,0.2428
009814,富邦標普500,2026-09-08,11.33,-0.03,-0.26,743571000,0,綠增,否,,11.34,11.36,11.35,,-0.2463,-0.8123,0.2385
009815,大華美國MAG7+,2026-09-08,11.52,-0.03,-0.26,1594630000,0,紅縮,否,,11.49,11.43,11.39,,1.0021,-0.5913,0.3613
00981B,第一金優選非投債,2026-09-08,9.09,-0.02,-0.22,14749974000,0,綠增,否,,9.13,9.15,9.22,,-0.4145,-1.0491,-0.5714
00981D,主動中信非投等債,2026-09-08,10.23,-0.03,-0.29,4294908000,0,綠增,是,,10.27,10.3,10.39,,-0.5421,-1.0565,-0.517
009822,華南永昌未來金融,2026-09-08,9.98,0.02,0.2,1028858000,0,紅增,否,,9.82,9.74,9.72,,1.7195,0.8911,0.5117
009823,群益S&P500,2026-09-08,10.39,-0.03,-0.29,2147354000,0,綠增,否,,10.4,10.42,10.43,,-0.4404,-0.9409,0.096
009825,聯邦美國金融創新,2026-09-08,10.21,0.03,0.29,905539000,0,紅增,否,,10.13,10.11,10.05,,0.2773,0.2081,0.9744
00982B,FT投資級債20+,2026-09-08,9.41,0.0,0.0,12704000,0,綠縮,否,,9.44,9.46,9.56,,-0.4011,-1.0466,-0.9836
00983B,大華優利美公債20,2026-09-08,15.0,0.0,0.0,263062000,0,綠縮,否,,15.04,15.11,15.32,,-0.9746,-1.2739,-1.0337
00984B,大華優利美A債15,2026-09-08,15.59,-0.05,-0.32,2189851000,0,綠縮,是,,15.66,15.75,15.94,,-1.0736,-1.2973,-0.9658
00985D,主動貝萊德優投等,2026-09-08,9.76,0.0,0.0,857840000,0,綠縮,否,,9.78,9.81,9.93,,-0.4274,-1.3085,-0.9818
00986B,FT金融債10+,2026-09-08,9.55,0.01,0.1,2192000,0,綠縮,否,,9.53,9.62,9.72,,-1.6911,-1.2325,-1.0535
00986D,主動復華金融債息,2026-09-08,14.23,-0.06,-0.42,512748000,0,綠縮,否,,14.3,14.36,14.54,,-0.9424,-1.3732,-0.9029
00987B,野村10+澳洲公債,2026-09-08,15.81,0.01,0.06,756275000,0,綠縮,是,,15.8,15.88,16.01,,-1.0397,-1.2804,-0.3641
00987D,主動統一美債量化,2026-09-08,9.94,-0.02,-0.2,3402730000,0,,是,,9.95,9.99,10.0,,-0.7579,-0.4025,
00988B,玉山嚴選非投債,2026-09-08,19.36,-0.07,-0.36,2517445000,0,綠縮,是,,19.45,19.52,19.73,,-0.7147,-1.3194,-0.7171
00989B,台新美國非投等債,2026-09-08,9.99,-0.04,-0.4,6338557000,0,綠縮,否,,10.03,10.05,10.15,,-0.4765,-1.2285,-0.534
00990B,國泰收益非投等債,2026-09-08,9.9,-0.03,-0.3,1767150000,0,綠增,是,,9.94,9.96,10.02,,-0.3808,-0.7277,-0.2489
00998A,主動復華金融股息,2026-09-08,18.09,-0.04,-0.22,4679698000,0,綠縮,否,,17.97,17.89,17.79,,0.8193,-0.1061,1.062
