股票代號,股票名稱,日期,收盤價,漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
00983A,主動中信ARK創新,2026-04-17,11.47,-0.09,4381453,50346692,,否,是,11.47,11.47,11.47,11.47,0.0,0.0,0.0
00983D,主動富邦複合收益,2026-04-17,10.22,-0.03,1893848,19360735,,否,是,10.22,10.22,10.22,10.22,0.0,0.0,0.0
00984A,主動安聯台灣高息,2026-04-17,14.14,0.24,29284418,411913076,,否,是,14.14,14.14,14.14,14.14,0.0,0.0,0.0
00984D,主動聯博全球非投,2026-04-17,10.13,0.06,9331681,94329807,,否,是,10.13,10.13,10.13,10.13,0.0,0.0,0.0
00985A,主動野村台灣50,2026-04-17,18.24,0.25,7736844,140764864,,否,是,18.24,18.24,18.24,18.24,0.0,0.0,0.0
00985B,群益ESG投等債0-5,2026-04-17,10.24,0.01,8956393,91635174,,否,是,10.24,10.24,10.24,10.24,0.0,0.0,0.0
00986A,主動台新龍頭成長,2026-04-17,13.13,0.05,760645,9995756,,否,是,13.13,13.13,13.13,13.13,0.0,0.0,0.0
00987A,主動台新優勢成長,2026-04-17,15.11,0.21,16586032,252119678,,否,是,15.11,15.11,15.11,15.11,0.0,0.0,0.0
00988A,主動統一全球創新,2026-04-17,15.64,0.16,55266273,865002872,,否,是,15.64,15.64,15.64,15.64,0.0,0.0,0.0
00989A,主動摩根美國科技,2026-04-17,15.17,0.1,5911367,89799160,,否,是,15.17,15.17,15.17,15.17,0.0,0.0,0.0
00990A,主動元大AI新經濟,2026-04-17,14.76,0.19,30269459,446852444,,否,是,14.76,14.76,14.76,14.76,0.0,0.0,0.0
00991A,主動復華未來50,2026-04-17,14.65,0.11,43319777,634356130,,否,是,14.65,14.65,14.65,14.65,0.0,0.0,0.0
00992A,主動群益科技創新,2026-04-17,16.07,0.39,216931303,3490037610,,否,是,16.07,16.07,16.07,16.07,0.0,0.0,0.0
00993A,主動安聯台灣,2026-04-17,12.12,0.17,20679624,250101186,,否,是,12.12,12.12,12.12,12.12,0.0,0.0,0.0
00994A,主動第一金台股優,2026-04-17,15.27,0.09,39223248,601360724,,否,是,15.27,15.27,15.27,15.27,0.0,0.0,0.0
00995A,主動中信台灣卓越,2026-04-17,14.43,0.13,12620661,182300593,,否,是,14.43,14.43,14.43,14.43,0.0,0.0,0.0
00996A,主動兆豐台灣豐收,2026-04-17,11.73,0.32,18626671,217289972,,否,是,11.73,11.73,11.73,11.73,0.0,0.0,0.0
00997A,主動群益美國增長,2026-04-17,10.42,0.04,46213582,482100865,,否,是,10.42,10.42,10.42,10.42,0.0,0.0,0.0
01001T,土銀富邦R1,2026-04-17,11.94,-0.01,3000,35840,紅縮,否,是,11.94,11.94,11.94,11.94,0.0,0.0,0.0
01002T,土銀國泰R1,2026-04-17,14.2,-0.05,45020,638565,紅縮,否,是,14.2,14.2,14.2,14.2,0.0,0.0,0.0
01004T,土銀富邦R2,2026-04-17,10.93,0.0,19000,207680,紅縮,否,是,10.93,10.93,10.93,10.93,0.0,0.0,0.0
01007T,兆豐國泰R2,2026-04-17,13.28,0.0,14000,185930,紅縮,否,是,13.28,13.28,13.28,13.28,0.0,0.0,0.0
01009T,王道圓滿R1,2026-04-17,5.74,-0.01,349200,2005558,,否,是,5.74,5.74,5.74,5.74,0.0,0.0,0.0
01010T,京城樂富R1,2026-04-17,10.01,0.0,84000,839700,,否,是,10.01,10.01,10.01,10.01,0.0,0.0,0.0
020012,富邦行動通訊N,2026-04-17,20.51,0.51,1000,20510,,否,是,20.51,20.51,20.51,20.51,0.0,0.0,0.0
02001L,富邦蘋果正二N,2026-04-17,87.35,-1.85,50000,4461400,,否,是,87.35,87.35,87.35,87.35,0.0,0.0,0.0
020020,元大台股領航N,2026-04-17,19.76,-0.06,16000,316860,,否,是,19.76,19.76,19.76,19.76,0.0,0.0,0.0
020028,元大特選電動車N,2026-04-17,17.24,0.33,17000,290430,,否,是,17.24,17.24,17.24,17.24,0.0,0.0,0.0
020029,元大ESG高股息N,2026-04-17,11.04,0.16,51000,565850,,否,是,11.04,11.04,11.04,11.04,0.0,0.0,0.0
020030,統一智慧電動車N,2026-04-17,13.75,0.0,43000,593450,,否,是,13.75,13.75,13.75,13.75,0.0,0.0,0.0
020031,統一IC設計臺灣N,2026-04-17,7.75,0.07,2000,15460,,否,是,7.75,7.75,7.75,7.75,0.0,0.0,0.0
020032,元大綠能N,2026-04-17,10.05,-0.01,8000,80430,,否,是,10.05,10.05,10.05,10.05,0.0,0.0,0.0
020034,元大IC設計N,2026-04-17,10.34,0.05,7000,72670,,否,是,10.34,10.34,10.34,10.34,0.0,0.0,0.0
020037,元大金融高股息N,2026-04-17,8.51,-0.09,7000,59570,,否,是,8.51,8.51,8.51,8.51,0.0,0.0,0.0
020038,元大ESG配息N,2026-04-17,8.55,0.12,73000,627040,,否,是,8.55,8.55,8.55,8.55,0.0,0.0,0.0
020039,元大加權N,2026-04-17,11.71,-0.05,248000,2908370,,否,是,11.71,11.71,11.71,11.71,0.0,0.0,0.0
1101,台泥,2026-04-17,25.1,0.1,18202331,455173813,紅縮,否,是,25.1,25.1,25.1,25.1,0.0,0.0,0.0
1101B,台泥乙特,2026-04-17,45.65,0.0,26135,1193253,,否,是,45.65,45.65,45.65,45.65,0.0,0.0,0.0
1102,亞泥,2026-04-17,35.7,0.2,12294263,437542981,綠縮,否,是,35.7,35.7,35.7,35.7,0.0,0.0,0.0
1103,嘉泥,2026-04-17,14.0,0.1,266571,3709052,綠縮,否,是,14.0,14.0,14.0,14.0,0.0,0.0,0.0
1104,環泥,2026-04-17,29.35,0.0,1357879,39638271,綠縮,否,是,29.35,29.35,29.35,29.35,0.0,0.0,0.0
1108,幸福,2026-04-17,14.9,0.05,134576,2000791,綠縮,否,是,14.9,14.9,14.9,14.9,0.0,0.0,0.0
1109,信大,2026-04-17,15.5,0.05,185019,2857290,綠縮,否,是,15.5,15.5,15.5,15.5,0.0,0.0,0.0
1110,東泥,2026-04-17,15.85,-0.1,175391,2762363,紅縮,否,是,15.85,15.85,15.85,15.85,0.0,0.0,0.0
1201,味全,2026-04-17,13.4,0.1,323052,4310240,紅縮,否,是,13.4,13.4,13.4,13.4,0.0,0.0,0.0
1203,味王,2026-04-17,43.4,0.5,94390,4088408,綠縮,否,是,43.4,43.4,43.4,43.4,0.0,0.0,0.0
1210,大成,2026-04-17,54.2,-0.6,1918463,104283419,綠縮,否,是,54.2,54.2,54.2,54.2,0.0,0.0,0.0
1213,大飲,2026-04-17,9.33,0.05,16001,147249,紅縮,否,是,9.33,9.33,9.33,9.33,0.0,0.0,0.0
1215,卜蜂,2026-04-17,142.5,-1.5,983365,140554580,綠縮,否,是,142.5,142.5,142.5,142.5,0.0,0.0,0.0
1216,統一,2026-04-17,73.5,0.5,9429740,691747565,綠縮,否,是,73.5,73.5,73.5,73.5,0.0,0.0,0.0
1217,愛之味,2026-04-17,10.4,0.05,783526,8125943,綠縮,否,是,10.4,10.4,10.4,10.4,0.0,0.0,0.0
1218,泰山,2026-04-17,19.05,-0.15,1010717,19287579,綠縮,否,是,19.05,19.05,19.05,19.05,0.0,0.0,0.0
1219,福壽,2026-04-17,14.3,0.15,419037,5937252,紅縮,否,是,14.3,14.3,14.3,14.3,0.0,0.0,0.0
1220,台榮,2026-04-17,12.8,0.05,133844,1710420,綠縮,否,是,12.8,12.8,12.8,12.8,0.0,0.0,0.0
1225,福懋油,2026-04-17,33.3,-0.75,337847,11382923,紅縮,否,是,33.3,33.3,33.3,33.3,0.0,0.0,0.0
1227,佳格,2026-04-17,30.75,0.85,2399707,73844599,紅縮,否,是,30.75,30.75,30.75,30.75,0.0,0.0,0.0
1229,聯華,2026-04-17,44.4,0.1,2804299,124584659,綠縮,否,是,44.4,44.4,44.4,44.4,0.0,0.0,0.0
1231,聯華食,2026-04-17,90.2,-0.2,192393,17361887,綠縮,否,是,90.2,90.2,90.2,90.2,0.0,0.0,0.0
1232,大統益,2026-04-17,150.0,-0.5,53201,7971950,綠縮,否,是,150.0,150.0,150.0,150.0,0.0,0.0,0.0
1233,天仁,2026-04-17,29.5,-0.1,23126,679599,紅縮,否,是,29.5,29.5,29.5,29.5,0.0,0.0,0.0
1234,黑松,2026-04-17,36.2,-0.05,100730,3638700,綠縮,否,是,36.2,36.2,36.2,36.2,0.0,0.0,0.0
1235,興泰,2026-04-17,45.2,-0.15,28790,1299355,綠縮,否,是,45.2,45.2,45.2,45.2,0.0,0.0,0.0
1236,宏亞,2026-04-17,26.9,-0.05,27047,727082,綠縮,否,是,26.9,26.9,26.9,26.9,0.0,0.0,0.0
1256,鮮活果汁-KY,2026-04-17,157.0,2.0,66109,10388278,綠縮,否,是,157.0,157.0,157.0,157.0,0.0,0.0,0.0
1301,台塑,2026-04-17,53.4,-1.1,34349730,1857337961,紅縮,否,是,53.4,53.4,53.4,53.4,0.0,0.0,0.0
1303,南亞,2026-04-17,87.7,-2.8,96984026,8568428259,綠縮,否,是,87.7,87.7,87.7,87.7,0.0,0.0,0.0
1304,台聚,2026-04-17,14.55,-0.7,16669110,249002405,紅縮,否,是,14.55,14.55,14.55,14.55,0.0,0.0,0.0
1305,華夏,2026-04-17,14.9,-1.2,16235622,250034436,紅縮,否,是,14.9,14.9,14.9,14.9,0.0,0.0,0.0
1307,三芳,2026-04-17,31.9,-0.15,598663,19170827,紅縮,否,是,31.9,31.9,31.9,31.9,0.0,0.0,0.0
1308,亞聚,2026-04-17,15.25,-0.7,7981247,123702901,紅縮,否,是,15.25,15.25,15.25,15.25,0.0,0.0,0.0
1309,台達化,2026-04-17,19.6,-1.15,15422425,311765689,綠縮,否,是,19.6,19.6,19.6,19.6,0.0,0.0,0.0
1310,台苯,2026-04-17,10.05,-0.1,7200112,73313532,紅縮,否,是,10.05,10.05,10.05,10.05,0.0,0.0,0.0
1312,國喬,2026-04-17,14.1,0.0,14872090,213039740,紅縮,否,是,14.1,14.1,14.1,14.1,0.0,0.0,0.0
1313,聯成,2026-04-17,12.2,-0.15,7790988,95711859,紅縮,否,是,12.2,12.2,12.2,12.2,0.0,0.0,0.0
1314,中石化,2026-04-17,7.7,-0.1,24803882,192540033,紅縮,否,是,7.7,7.7,7.7,7.7,0.0,0.0,0.0
1315,達新,2026-04-17,64.9,0.2,25508,1647553,綠縮,否,是,64.9,64.9,64.9,64.9,0.0,0.0,0.0
1316,上曜,2026-04-17,12.0,-0.2,2609644,31523189,紅縮,否,是,12.0,12.0,12.0,12.0,0.0,0.0,0.0
1319,東陽,2026-04-17,78.5,-1.4,3248475,256228496,綠縮,否,是,78.5,78.5,78.5,78.5,0.0,0.0,0.0
1321,大洋,2026-04-17,32.7,-0.4,188003,6161311,綠縮,否,是,32.7,32.7,32.7,32.7,0.0,0.0,0.0
1323,永裕,2026-04-17,21.0,-0.3,170487,3585806,紅縮,否,是,21.0,21.0,21.0,21.0,0.0,0.0,0.0
1324,地球,2026-04-17,11.25,-0.15,91896,1038743,紅縮,否,是,11.25,11.25,11.25,11.25,0.0,0.0,0.0
1325,恆大,2026-04-17,27.05,0.05,153756,4132070,綠縮,否,是,27.05,27.05,27.05,27.05,0.0,0.0,0.0
1326,台化,2026-04-17,51.0,-1.1,25759660,1321166645,紅縮,否,是,51.0,51.0,51.0,51.0,0.0,0.0,0.0
1337,再生-KY,2026-04-17,5.52,-0.1,553362,3093097,紅縮,否,是,5.52,5.52,5.52,5.52,0.0,0.0,0.0
1338,廣華-KY,2026-04-17,16.05,-0.4,205807,3337016,紅縮,否,是,16.05,16.05,16.05,16.05,0.0,0.0,0.0
1339,昭輝,2026-04-17,41.0,0.2,74700,3050858,紅縮,否,是,41.0,41.0,41.0,41.0,0.0,0.0,0.0
1340,勝悅-KY,2026-04-17,6.41,-0.04,224693,1440459,紅縮,否,是,6.41,6.41,6.41,6.41,0.0,0.0,0.0
1341,富林-KY,2026-04-17,60.3,-0.1,10232,616380,,否,是,60.3,60.3,60.3,60.3,0.0,0.0,0.0
1342,八貫,2026-04-17,91.1,-0.9,218323,19945173,,否,是,91.1,91.1,91.1,91.1,0.0,0.0,0.0
1402,遠東新,2026-04-17,26.3,-0.15,15689767,412392116,綠縮,否,是,26.3,26.3,26.3,26.3,0.0,0.0,0.0
1409,新纖,2026-04-17,16.7,-0.35,7901561,133132792,綠縮,否,是,16.7,16.7,16.7,16.7,0.0,0.0,0.0
1410,南染,2026-04-17,30.8,0.05,252442,7803742,綠縮,否,是,30.8,30.8,30.8,30.8,0.0,0.0,0.0
1413,宏洲,2026-04-17,9.85,0.0,18457,181182,綠縮,否,是,9.85,9.85,9.85,9.85,0.0,0.0,0.0
1414,東和,2026-04-17,16.55,-0.25,523733,8604554,綠縮,否,是,16.55,16.55,16.55,16.55,0.0,0.0,0.0
1416,廣豐,2026-04-17,11.7,0.1,89699,1043979,紅縮,否,是,11.7,11.7,11.7,11.7,0.0,0.0,0.0
1417,嘉裕,2026-04-17,8.96,-0.08,196040,1754745,綠縮,否,是,8.96,8.96,8.96,8.96,0.0,0.0,0.0
1418,東華,2026-04-17,18.75,0.0,6569,122973,綠縮,否,是,18.75,18.75,18.75,18.75,0.0,0.0,0.0
1419,新紡,2026-04-17,64.0,0.1,101183,6471241,綠縮,否,是,64.0,64.0,64.0,64.0,0.0,0.0,0.0
1423,利華,2026-04-17,40.4,-0.2,72930,2941764,綠縮,否,是,40.4,40.4,40.4,40.4,0.0,0.0,0.0
1432,大魯閣,2026-04-17,16.95,-0.25,555365,9463568,綠縮,否,是,16.95,16.95,16.95,16.95,0.0,0.0,0.0
1434,福懋,2026-04-17,16.8,-0.05,2202858,37121866,紅縮,否,是,16.8,16.8,16.8,16.8,0.0,0.0,0.0
1435,中福,2026-04-17,14.1,-0.5,1563,22182,綠縮,否,是,14.1,14.1,14.1,14.1,0.0,0.0,0.0
1436,華友聯,2026-04-17,52.8,-0.5,264085,13969404,綠縮,否,是,52.8,52.8,52.8,52.8,0.0,0.0,0.0
1437,勤益控,2026-04-17,30.5,0.0,66346,2020627,綠縮,否,是,30.5,30.5,30.5,30.5,0.0,0.0,0.0
1438,三地開發,2026-04-17,28.45,-0.25,28553,812222,綠縮,否,是,28.45,28.45,28.45,28.45,0.0,0.0,0.0
1439,雋揚,2026-04-17,27.55,0.05,9228,253892,綠縮,否,是,27.55,27.55,27.55,27.55,0.0,0.0,0.0
1440,南紡,2026-04-17,13.2,-0.35,3412366,45837637,紅縮,否,是,13.2,13.2,13.2,13.2,0.0,0.0,0.0
1441,大東,2026-04-17,9.8,-0.12,21616,213060,綠縮,否,是,9.8,9.8,9.8,9.8,0.0,0.0,0.0
1442,名軒,2026-04-17,29.0,1.7,1703831,48898826,綠縮,否,是,29.0,29.0,29.0,29.0,0.0,0.0,0.0
1443,立益物流,2026-04-17,24.0,-0.3,86741,2067772,綠縮,否,是,24.0,24.0,24.0,24.0,0.0,0.0,0.0
1444,力麗,2026-04-17,6.59,-0.12,1066156,7063204,紅縮,否,是,6.59,6.59,6.59,6.59,0.0,0.0,0.0
1445,大宇,2026-04-17,13.1,0.1,50605,662980,綠縮,否,是,13.1,13.1,13.1,13.1,0.0,0.0,0.0
1446,宏和,2026-04-17,16.55,-0.25,163128,2706806,紅縮,否,是,16.55,16.55,16.55,16.55,0.0,0.0,0.0
1447,力鵬,2026-04-17,5.28,-0.16,1184000,6298845,紅縮,否,是,5.28,5.28,5.28,5.28,0.0,0.0,0.0
1449,佳和,2026-04-17,14.4,-0.15,1846625,26771884,綠縮,否,是,14.4,14.4,14.4,14.4,0.0,0.0,0.0
1451,年興,2026-04-17,17.3,-0.25,310383,5388237,紅縮,否,是,17.3,17.3,17.3,17.3,0.0,0.0,0.0
1452,宏益,2026-04-17,12.0,0.05,94156,1127396,紅縮,否,是,12.0,12.0,12.0,12.0,0.0,0.0,0.0
1453,大將,2026-04-17,12.15,-0.05,134559,1631080,綠縮,否,是,12.15,12.15,12.15,12.15,0.0,0.0,0.0
1454,台富,2026-04-17,13.3,0.0,108345,1436489,綠縮,否,是,13.3,13.3,13.3,13.3,0.0,0.0,0.0
1455,集盛,2026-04-17,9.02,-0.16,1392666,12617269,紅縮,否,是,9.02,9.02,9.02,9.02,0.0,0.0,0.0
1456,怡華,2026-04-17,14.45,-0.3,102549,1480290,綠縮,否,是,14.45,14.45,14.45,14.45,0.0,0.0,0.0
1457,宜進,2026-04-17,15.0,0.0,127144,1888572,綠縮,否,是,15.0,15.0,15.0,15.0,0.0,0.0,0.0
1459,聯發,2026-04-17,11.7,-0.05,107009,1251880,綠縮,否,是,11.7,11.7,11.7,11.7,0.0,0.0,0.0
1460,宏遠,2026-04-17,6.91,-0.05,965428,6668516,紅縮,否,是,6.91,6.91,6.91,6.91,0.0,0.0,0.0
1463,強盛新,2026-04-17,18.0,0.0,44908,805507,紅縮,否,是,18.0,18.0,18.0,18.0,0.0,0.0,0.0
1464,得力,2026-04-17,10.55,0.1,392214,4113055,紅縮,否,是,10.55,10.55,10.55,10.55,0.0,0.0,0.0
1465,偉全,2026-04-17,12.7,-0.4,147099,1877855,紅縮,否,是,12.7,12.7,12.7,12.7,0.0,0.0,0.0
1466,聚隆,2026-04-17,16.8,0.05,128613,2147820,綠縮,否,是,16.8,16.8,16.8,16.8,0.0,0.0,0.0
1467,南緯,2026-04-17,7.0,0.0,578383,4040445,紅縮,否,是,7.0,7.0,7.0,7.0,0.0,0.0,0.0
1468,昶和,2026-04-17,12.1,0.1,45218,535226,綠縮,否,是,12.1,12.1,12.1,12.1,0.0,0.0,0.0
1470,大統新創,2026-04-17,23.0,-0.3,26312,602376,綠縮,否,是,23.0,23.0,23.0,23.0,0.0,0.0,0.0
1471,首利,2026-04-17,12.0,0.0,806066,9664537,綠縮,否,是,12.0,12.0,12.0,12.0,0.0,0.0,0.0
1472,三洋實業,2026-04-17,95.4,0.5,7076,673551,綠縮,否,是,95.4,95.4,95.4,95.4,0.0,0.0,0.0
1473,台南,2026-04-17,23.2,-0.25,121023,2819671,紅縮,否,是,23.2,23.2,23.2,23.2,0.0,0.0,0.0
1474,弘裕,2026-04-17,10.55,0.05,179466,1896849,紅縮,否,是,10.55,10.55,10.55,10.55,0.0,0.0,0.0
1475,業旺,2026-04-17,28.35,-0.15,29665,836961,綠縮,否,是,28.35,28.35,28.35,28.35,0.0,0.0,0.0
1476,儒鴻,2026-04-17,349.5,3.5,779929,270638317,綠縮,否,是,349.5,349.5,349.5,349.5,0.0,0.0,0.0
1477,聚陽,2026-04-17,215.0,-1.5,1163377,250810376,綠縮,否,是,215.0,215.0,215.0,215.0,0.0,0.0,0.0
1503,士電,2026-04-17,197.5,1.5,2019128,396924808,綠縮,否,是,197.5,197.5,197.5,197.5,0.0,0.0,0.0
1504,東元,2026-04-17,62.9,-0.3,8359688,524420380,綠縮,否,是,62.9,62.9,62.9,62.9,0.0,0.0,0.0
1506,正道,2026-04-17,11.15,0.1,138743,1541801,紅縮,否,是,11.15,11.15,11.15,11.15,0.0,0.0,0.0
1512,瑞利,2026-04-17,7.45,0.01,86423,644192,紅縮,否,是,7.45,7.45,7.45,7.45,0.0,0.0,0.0
1513,中興電,2026-04-17,153.0,-2.0,5865727,902226168,綠縮,否,是,153.0,153.0,153.0,153.0,0.0,0.0,0.0
1514,亞力,2026-04-17,114.0,2.5,4660471,526198945,綠縮,否,是,114.0,114.0,114.0,114.0,0.0,0.0,0.0
1515,力山,2026-04-17,23.15,-0.05,345776,7983690,紅縮,否,是,23.15,23.15,23.15,23.15,0.0,0.0,0.0
1516,川飛,2026-04-17,19.7,-0.3,44763,884568,綠縮,否,是,19.7,19.7,19.7,19.7,0.0,0.0,0.0
1517,利奇,2026-04-17,11.2,0.0,274212,3053619,紅縮,否,是,11.2,11.2,11.2,11.2,0.0,0.0,0.0
1519,華城,2026-04-17,872.0,0.0,3720439,3231404338,綠縮,否,是,872.0,872.0,872.0,872.0,0.0,0.0,0.0
1521,大億,2026-04-17,25.35,0.15,22173,561784,紅縮,否,是,25.35,25.35,25.35,25.35,0.0,0.0,0.0
1522,堤維西,2026-04-17,32.8,-0.4,1030944,34140133,綠縮,否,是,32.8,32.8,32.8,32.8,0.0,0.0,0.0
1522A,堤維西甲特,2026-04-17,50.6,0.0,2200,111300,,否,是,50.6,50.6,50.6,50.6,0.0,0.0,0.0
1524,耿鼎,2026-04-17,29.55,0.25,731752,21634249,綠縮,否,是,29.55,29.55,29.55,29.55,0.0,0.0,0.0
1525,江申,2026-04-17,60.8,0.1,27317,1660517,紅縮,否,是,60.8,60.8,60.8,60.8,0.0,0.0,0.0
1526,日馳,2026-04-17,16.75,-0.1,92232,1555702,紅縮,否,是,16.75,16.75,16.75,16.75,0.0,0.0,0.0
1527,鑽全,2026-04-17,33.0,0.05,119450,3933240,紅縮,否,是,33.0,33.0,33.0,33.0,0.0,0.0,0.0
1528,恩德,2026-04-17,29.2,-0.6,22978775,687973711,綠縮,否,是,29.2,29.2,29.2,29.2,0.0,0.0,0.0
1529,樂事綠能,2026-04-17,24.15,0.4,955557,23018810,綠縮,否,是,24.15,24.15,24.15,24.15,0.0,0.0,0.0
1530,亞崴,2026-04-17,28.35,-0.05,49680,1397868,紅縮,否,是,28.35,28.35,28.35,28.35,0.0,0.0,0.0
1531,高林股,2026-04-17,13.1,0.05,187812,2445665,紅縮,否,是,13.1,13.1,13.1,13.1,0.0,0.0,0.0
1532,勤美,2026-04-17,21.8,-0.35,763895,16751679,紅縮,否,是,21.8,21.8,21.8,21.8,0.0,0.0,0.0
1533,車王電,2026-04-17,31.25,-0.1,114372,3558057,紅縮,否,是,31.25,31.25,31.25,31.25,0.0,0.0,0.0
1535,中宇,2026-04-17,52.2,0.3,65013,3384235,綠縮,否,是,52.2,52.2,52.2,52.2,0.0,0.0,0.0
1536,和大,2026-04-17,51.3,0.5,846981,43223124,紅縮,否,是,51.3,51.3,51.3,51.3,0.0,0.0,0.0
1537,廣隆,2026-04-17,125.0,0.0,91371,11411457,紅縮,否,是,125.0,125.0,125.0,125.0,0.0,0.0,0.0
1538,正峰,2026-04-17,12.8,0.2,57057,718110,綠縮,否,是,12.8,12.8,12.8,12.8,0.0,0.0,0.0
1539,巨庭,2026-04-17,16.45,0.0,49815,817729,紅縮,否,是,16.45,16.45,16.45,16.45,0.0,0.0,0.0
1540,喬福,2026-04-17,22.0,-0.2,304677,6733654,綠縮,否,是,22.0,22.0,22.0,22.0,0.0,0.0,0.0
1541,錩泰,2026-04-17,25.2,-0.1,19032,479395,紅縮,否,是,25.2,25.2,25.2,25.2,0.0,0.0,0.0
1558,伸興,2026-04-17,93.7,-0.1,40932,3839241,紅縮,否,是,93.7,93.7,93.7,93.7,0.0,0.0,0.0
1560,中砂,2026-04-17,533.0,-11.0,2836595,1520382001,綠縮,否,是,533.0,533.0,533.0,533.0,0.0,0.0,0.0
1563,巧新,2026-04-17,42.8,0.0,748051,32385603,,否,是,42.8,42.8,42.8,42.8,0.0,0.0,0.0
1568,倉佑,2026-04-17,25.35,0.05,212596,5426824,紅縮,否,是,25.35,25.35,25.35,25.35,0.0,0.0,0.0
1582,信錦,2026-04-17,99.2,-2.3,4248052,423279129,綠縮,否,是,99.2,99.2,99.2,99.2,0.0,0.0,0.0
1583,程泰,2026-04-17,48.2,0.65,22671,1087429,紅縮,否,是,48.2,48.2,48.2,48.2,0.0,0.0,0.0
1587,吉茂,2026-04-17,34.4,-0.6,417241,14383238,,否,是,34.4,34.4,34.4,34.4,0.0,0.0,0.0
1590,亞德客-KY,2026-04-17,1255.0,30.0,1486379,1820660200,綠縮,否,是,1255.0,1255.0,1255.0,1255.0,0.0,0.0,0.0
1597,直得,2026-04-17,117.5,0.5,6622709,784541457,,否,是,117.5,117.5,117.5,117.5,0.0,0.0,0.0
1598,岱宇,2026-04-17,20.65,0.25,539604,11137039,紅縮,否,是,20.65,20.65,20.65,20.65,0.0,0.0,0.0
1603,華電,2026-04-17,32.8,0.05,301875,9854164,綠縮,否,是,32.8,32.8,32.8,32.8,0.0,0.0,0.0
1604,聲寶,2026-04-17,23.8,-0.05,1093765,25840347,綠縮,否,是,23.8,23.8,23.8,23.8,0.0,0.0,0.0
1605,華新,2026-04-17,32.3,0.2,15798128,505492467,綠縮,否,是,32.3,32.3,32.3,32.3,0.0,0.0,0.0
1608,華榮,2026-04-17,33.15,-0.3,1793501,59619750,綠縮,否,是,33.15,33.15,33.15,33.15,0.0,0.0,0.0
1609,大亞,2026-04-17,34.55,0.05,2508189,86635345,綠縮,否,是,34.55,34.55,34.55,34.55,0.0,0.0,0.0
1611,中電,2026-04-17,12.2,-0.2,666145,8161194,綠縮,否,是,12.2,12.2,12.2,12.2,0.0,0.0,0.0
1612,宏泰,2026-04-17,35.65,0.0,712733,25347332,綠縮,否,是,35.65,35.65,35.65,35.65,0.0,0.0,0.0
1614,三洋電,2026-04-17,32.3,0.05,45405,1467807,綠縮,否,是,32.3,32.3,32.3,32.3,0.0,0.0,0.0
1615,大山,2026-04-17,47.55,-0.1,93542,4445951,綠縮,否,是,47.55,47.55,47.55,47.55,0.0,0.0,0.0
1616,億泰,2026-04-17,23.65,-0.05,433239,10211846,綠縮,否,是,23.65,23.65,23.65,23.65,0.0,0.0,0.0
1617,榮星,2026-04-17,15.75,-0.15,139536,2217106,綠縮,否,是,15.75,15.75,15.75,15.75,0.0,0.0,0.0
1618,合機,2026-04-17,39.05,-0.15,383900,15004214,綠縮,否,是,39.05,39.05,39.05,39.05,0.0,0.0,0.0
1623,大東電,2026-04-17,209.5,14.0,468965,95094541,,否,是,209.5,209.5,209.5,209.5,0.0,0.0,0.0
1626,艾美特-KY,2026-04-17,12.0,1.05,1868481,22175231,紅縮,否,是,12.0,12.0,12.0,12.0,0.0,0.0,0.0
1702,南僑,2026-04-17,36.7,-0.25,152537,5614765,紅縮,否,是,36.7,36.7,36.7,36.7,0.0,0.0,0.0
1707,葡萄王,2026-04-17,118.5,0.5,136625,16172590,紅縮,否,是,118.5,118.5,118.5,118.5,0.0,0.0,0.0
1708,東鹼,2026-04-17,39.35,-0.6,2952213,116804934,綠縮,否,是,39.35,39.35,39.35,39.35,0.0,0.0,0.0
1709,和益,2026-04-17,18.95,-0.15,796270,15174390,紅縮,否,是,18.95,18.95,18.95,18.95,0.0,0.0,0.0
1710,東聯,2026-04-17,13.5,-0.35,6784986,92499259,紅縮,否,是,13.5,13.5,13.5,13.5,0.0,0.0,0.0
1711,永光,2026-04-17,47.95,4.35,73476393,3457382108,綠縮,否,是,47.95,47.95,47.95,47.95,0.0,0.0,0.0
1712,興農,2026-04-17,42.65,-0.2,383190,16318033,綠縮,否,是,42.65,42.65,42.65,42.65,0.0,0.0,0.0
1713,國化,2026-04-17,48.25,-0.05,174259,8423560,綠縮,否,是,48.25,48.25,48.25,48.25,0.0,0.0,0.0
1714,和桐,2026-04-17,9.63,-0.23,4796025,46680557,綠縮,否,是,9.63,9.63,9.63,9.63,0.0,0.0,0.0
1717,長興,2026-04-17,81.0,4.9,84708398,6734491472,綠縮,否,是,81.0,81.0,81.0,81.0,0.0,0.0,0.0
1718,中纖,2026-04-17,6.89,-0.14,8026014,55842401,紅縮,否,是,6.89,6.89,6.89,6.89,0.0,0.0,0.0
1720,生達,2026-04-17,63.0,-0.7,391323,24730033,綠縮,否,是,63.0,63.0,63.0,63.0,0.0,0.0,0.0
1721,三晃,2026-04-17,20.5,1.85,9766189,197697382,綠縮,否,是,20.5,20.5,20.5,20.5,0.0,0.0,0.0
1722,台肥,2026-04-17,45.65,0.0,3237939,147429650,綠縮,否,是,45.65,45.65,45.65,45.65,0.0,0.0,0.0
