股票代號,股票名稱,日期,收盤價,漲跌(元),漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
00400A,主動國泰動能高息,2026-06-08,14.08,-0.47,-3.23,63381811,870333037,紅轉綠,否,是,14.73,14.73,14.12,12.92,0.0407,5.6213,1.8541
00401A,主動摩根台灣鑫收,2026-06-08,13.25,-0.43,-3.14,8323687,108842036,紅轉綠,否,是,13.7,13.67,13.14,12.13,0.4547,4.6077,2.1733
00403A,主動統一升級50,2026-06-08,10.13,-0.28,-2.69,687072227,6834206053,紅轉綠,否,,10.52,10.6,10.36,,-1.4791,2.3653,1.0531
0050,元大台灣50,2026-06-08,100.95,-3.2,-3.07,524952235,52211365308,紅縮,是,是,105.17,103.76,99.6,91.09,2.7452,5.2971,2.3743
0051,元大中型100,2026-06-08,137.25,-6.0,-4.19,238808,32257654,紅縮,是,是,144.16,142.31,137.12,127.88,2.6269,4.9095,2.6116
0052,富邦科技,2026-06-08,58.85,-2.15,-3.52,72781356,4254363343,紅縮,是,是,61.9,61.09,58.63,53.75,2.6875,5.2278,2.4418
0053,元大電子,2026-06-08,230.9,-8.4,-3.51,97085,22194060,紅轉綠,是,是,242.29,239.95,230.29,209.15,1.9739,5.2945,2.4421
0055,元大MSCI金融,2026-06-08,38.15,-0.99,-2.53,1454427,55120684,紅縮,否,是,37.63,36.18,34.98,33.95,8.3261,5.5026,2.8204
0056,元大高股息,2026-06-08,49.45,-2.35,-4.54,126733268,6198509757,紅縮,是,是,52.12,50.73,47.88,43.54,5.6515,7.6985,4.6587
0057,富邦摩台,2026-06-08,298.4,-9.6,-3.12,15231,4517820,紅縮,否,是,311.73,307.46,296.33,270.76,2.8167,5.1505,2.2771
0061,元大寶滬深,2026-06-08,24.25,-0.75,-3.0,278350,6787093,紅轉綠,否,否,25.04,25.01,25.01,24.45,0.2482,0.5105,0.2586
006203,元大MSCI台灣,2026-06-08,183.35,-5.15,-2.73,21871,3979007,紅縮,否,是,190.98,188.43,181.16,166.12,2.7492,5.1655,2.2535
006204,永豐臺灣加權,2026-06-08,216.7,-8.8,-3.9,26570,5673182,紅縮,否,是,227.15,223.75,215.07,199.0,3.0813,5.2346,2.6329
006205,富邦上証,2026-06-08,39.42,-1.07,-2.64,1294442,51407847,綠增,是,否,40.62,40.81,41.15,40.58,-0.9268,-0.5532,-0.3813
006206,元大上證50,2026-06-08,35.72,-0.63,-1.73,65461,2343598,綠增,否,否,36.4,36.47,36.93,36.86,-0.3886,-0.6375,-0.8816
006207,復華滬深,2026-06-08,32.53,-0.9,-2.69,366886,11980325,紅轉綠,是,否,33.54,33.55,33.53,32.86,-0.0298,0.6148,0.2302
006208,富邦台50,2026-06-08,233.85,-7.2,-2.99,10547287,2446967930,紅縮,是,是,243.41,239.98,230.43,210.91,2.9,5.3237,2.3349
00625K,富邦上証+R,2026-06-08,8.67,,,6000,52020,綠增,否,否,8.84,8.86,8.95,8.75,-0.473,-0.8395,-0.173
