股票代號,股票名稱,日期,收盤價,漲跌(元),漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
006201,元大富櫃50,2026-07-01,47.82,0.49,1.04,298419000,0,綠縮,否,是,47.02,47.94,47.99,44.55,-3.7381,0.7313,-0.9791
00679B,元大美債20年,2026-07-01,27.05,-0.39,-1.42,30878461000,0,紅縮,否,是,27.35,27.09,26.79,26.8,1.9609,1.5407,1.0655
00687B,國泰20年美債,2026-07-01,28.16,-0.39,-1.37,16618039000,0,紅縮,否,是,28.46,28.21,28.03,27.94,1.7811,1.0677,0.8402
00687C,國泰20年美債+櫃U,2026-07-01,9.41,-0.13,-1.36,25000000,0,紅縮,否,是,9.51,9.46,9.39,9.34,1.0622,1.176,0.767
00694B,富邦美債1-3,2026-07-01,42.02,-0.03,-0.07,352634000,0,紅縮,是,是,42.03,41.83,41.68,41.66,0.9754,0.4829,0.3818
00695B,富邦美債7-10,2026-07-01,35.48,-0.25,-0.7,244128000,0,紅縮,否,是,35.63,35.38,35.18,35.24,1.452,0.9358,0.579
00696B,富邦美債20年,2026-07-01,29.5,-0.41,-1.37,25299528000,0,紅縮,是,是,29.82,29.53,29.22,29.09,1.9836,1.544,1.0845
00697B,元大美債7-10,2026-07-01,35.73,-0.22,-0.61,470189000,0,紅縮,否,是,35.85,35.7,35.59,35.69,0.8212,0.4869,0.3312
00719B,元大美債1-3,2026-07-01,31.21,-0.02,-0.06,1996287000,0,紅縮,否,是,31.2,31.07,30.97,31.01,0.8208,0.4461,0.3402
00720B,元大投資級公司債,2026-07-01,33.58,-0.39,-1.15,10308643000,0,紅縮,否,是,33.83,33.62,33.37,33.15,1.2329,1.0519,0.7792
00722B,群益投資級電信債,2026-07-01,36.28,-0.5,-1.36,2537437000,0,紅縮,否,是,36.68,36.48,36.27,36.12,1.0859,0.938,0.6396
00723B,群益投資級科技債,2026-07-01,31.14,-0.38,-1.21,127001000,0,紅縮,否,是,31.42,31.24,31.09,30.9,1.146,0.9011,0.672
00724B,群益投資級金融債,2026-07-01,34.28,-0.32,-0.92,3991586000,0,紅縮,否,是,34.51,34.26,33.98,33.82,1.4405,1.1933,0.7575
00725B,國泰投資級公司債,2026-07-01,35.68,-0.36,-1.0,7888231000,0,紅縮,是,是,35.91,35.7,35.45,35.2,1.2119,1.013,0.746
00726B,國泰新興投等債,2026-07-01,33.27,-0.15,-0.45,174147000,0,紅縮,否,是,33.37,33.18,32.97,32.96,1.1763,0.9247,0.6979
00727B,國泰優選非投等債,2026-07-01,39.93,-0.05,-0.13,154384000,0,紅縮,否,是,39.94,39.77,39.59,39.53,0.8739,0.5385,0.4746
00734B,台新JPM新興債,2026-07-01,16.0,-0.1,-0.62,358000000,0,紅縮,否,是,16.06,15.97,15.84,15.79,1.1335,0.9418,0.8627
00740B,富邦全球投等債,2026-07-01,38.98,-0.42,-1.07,2585139000,0,紅縮,否,是,39.26,39.04,38.88,38.71,1.123,0.7457,0.603
00741B,富邦全球非投等債,2026-07-01,37.45,-0.03,-0.08,122236000,0,紅增,否,是,37.4,37.29,37.2,37.35,0.6296,0.2689,0.2357
00746B,富邦A級公司債,2026-07-01,35.98,-0.43,-1.18,1034284000,0,紅縮,是,是,36.24,35.99,35.74,35.64,1.4102,1.0784,0.7214
00749B,凱基新興債10+,2026-07-01,32.18,-0.25,-0.77,117001000,0,紅縮,否,是,32.34,32.16,31.91,31.75,1.0816,1.0843,0.8551
00750B,凱基科技債10+,2026-07-01,33.51,-0.38,-1.12,100000000,0,紅縮,否,是,33.77,33.56,33.38,33.19,1.2231,0.9535,0.6848
00751B,元大AAA至A公司債,2026-07-01,31.79,-0.38,-1.18,8301609000,0,紅縮,否,是,32.04,31.98,31.91,31.78,0.3633,0.3546,0.3965
00754B,群益AAA-AA公司債,2026-07-01,33.68,-0.45,-1.32,181000000,0,紅縮,否,是,33.96,33.79,33.62,33.67,1.0352,0.8777,0.591
00755B,群益投資級公用債,2026-07-01,33.27,-0.35,-1.04,113399000,0,紅縮,否,是,33.48,33.22,32.94,32.9,1.5778,1.2837,0.8233
00756B,群益投等新興公債,2026-07-01,32.1,-0.12,-0.37,241226000,0,紅縮,否,是,32.11,31.96,31.65,31.56,0.9367,1.2,1.0553
00758B,復華能源債,2026-07-01,52.05,-0.7,-1.33,100000000,0,紅縮,否,是,52.54,52.2,51.84,51.7,1.3308,1.0258,0.7091
00759B,復華製藥債,2026-07-01,55.35,-0.8,-1.42,100000000,0,紅縮,否,是,55.85,55.41,54.91,54.73,1.6009,1.298,0.9004
00760B,復華新興企業債,2026-07-01,54.35,-0.35,-0.64,105180000,0,紅縮,否,是,54.54,54.31,53.88,53.86,0.8506,1.0137,0.795
00761B,國泰A級公司債,2026-07-01,34.81,-0.44,-1.25,544809000,0,紅縮,否,是,35.12,34.89,34.65,34.62,1.3215,1.0573,0.7414
00764B,群益25年美債,2026-07-01,28.06,-0.4,-1.41,6113225000,0,紅縮,否,是,28.36,28.12,27.96,27.9,1.7364,0.9551,0.7766
