股票代號,股票名稱,日期,收盤價,漲跌(元),漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
00411A,主動統一前沿科技,2026-09-14,9.68,-0.04,-0.41,20408879000,0,,是,,9.8,9.73,9.7,,1.4703,0.4958,-0.4772
006201,元大富櫃50,2026-09-14,43.8,0.07,0.16,122544000,0,紅縮,否,,44.47,44.16,42.7,,1.4278,0.5969,1.5411
00679B,元大美債20年,2026-09-14,25.28,0.02,0.08,16481521000,0,綠縮,否,,25.51,25.63,26.06,,-0.9244,-1.4611,-1.2787
00687B,國泰20年美債,2026-09-14,26.61,0.02,0.08,10028431000,0,綠增,否,,26.84,26.96,27.28,,-0.8862,-1.0169,-0.9909
00687C,國泰20年美債+櫃U,2026-09-14,8.94,0.0,0.0,25000000,0,綠增,否,,9.04,9.06,9.09,,-0.4846,-0.3849,-0.4599
00694B,富邦美債1-3,2026-09-14,41.55,0.07,0.17,184058000,0,綠縮,否,,41.55,41.66,41.98,,-0.5172,-0.7221,-0.4978
00695B,富邦美債7-10,2026-09-14,34.1,0.04,0.12,153948000,0,綠縮,否,,34.3,34.48,34.88,,-1.0272,-1.2007,-0.8486
00696B,富邦美債20年,2026-09-14,27.56,0.04,0.15,862372000,0,綠增,否,,27.8,27.92,28.24,,-0.8489,-1.0071,-1.018
00697B,元大美債7-10,2026-09-14,34.68,0.05,0.14,242739000,0,綠縮,否,,34.87,35.05,35.44,,-1.0219,-1.1785,-0.7908
00719B,元大美債1-3,2026-09-14,30.87,0.04,0.13,1693567000,0,綠縮,否,,30.9,30.98,31.21,,-0.5728,-0.74,-0.5149
00720B,元大投資級公司債,2026-09-14,31.37,0.04,0.13,5544684000,0,綠縮,否,,31.55,31.67,31.98,,-0.7425,-0.9229,-1.0673
00722B,群益投資級電信債,2026-09-14,33.7,0.04,0.12,4972819000,0,綠增,是,,33.9,34.02,34.34,,-0.7087,-0.8364,-1.0131
00723B,群益投資級科技債,2026-09-14,29.01,0.1,0.35,107000000,0,綠縮,否,,29.08,29.16,29.46,,-0.5199,-0.9949,-0.8715
00724B,群益投資級金融債,2026-09-14,32.14,0.01,0.03,4574521000,0,綠增,否,,32.38,32.55,32.94,,-1.0271,-1.2111,-0.9606
00725B,國泰投資級公司債,2026-09-14,33.45,0.05,0.15,1987064000,0,綠縮,否,,33.62,33.74,34.08,,-0.7146,-0.9569,-0.8813
00726B,國泰新興投等債,2026-09-14,31.72,0.0,0.0,149265000,0,綠縮,否,,31.91,32.05,32.36,,-0.839,-0.9489,-1.1487
00727B,國泰優選非投等債,2026-09-14,39.11,0.09,0.23,128118000,0,綠縮,否,,39.08,39.17,39.41,,-0.4381,-0.6165,-0.4031
00734B,台新JPM新興債,2026-09-14,15.18,-0.01,-0.07,101387000,0,綠增,否,,15.3,15.36,15.52,,-0.7784,-1.0184,-1.0394
00740B,富邦全球投等債,2026-09-14,36.79,0.06,0.16,2584066000,0,綠縮,是,,36.98,37.11,37.53,,-0.6875,-1.0454,-0.9607
00741B,富邦全球非投等債,2026-09-14,36.92,0.09,0.24,179401000,0,綠縮,否,,36.97,37.07,37.42,,-0.5327,-0.8798,-0.6016
00746B,富邦A級公司債,2026-09-14,33.81,0.02,0.06,305146000,0,綠縮,否,,34.04,34.2,34.59,,-0.914,-1.1247,-0.9648
00749B,凱基新興債10+,2026-09-14,30.35,0.05,0.17,101000000,0,綠增,否,,30.54,30.63,30.94,,-0.5794,-0.9602,-0.9033
00750B,凱基科技債10+,2026-09-14,31.23,0.06,0.19,101000000,0,綠縮,否,,31.38,31.47,31.81,,-0.5956,-1.0066,-0.9991
00751B,元大AAA至A公司債,2026-09-14,29.88,0.06,0.2,3916275000,0,綠縮,否,,30.05,30.18,30.52,,-0.8513,-1.0395,-1.0442
00754B,群益AAA-AA公司債,2026-09-14,30.93,0.02,0.06,220483000,0,綠縮,是,,31.07,31.16,31.73,,-0.5505,-1.4735,-1.5314
00755B,群益投資級公用債,2026-09-14,31.04,0.05,0.16,105498000,0,綠縮,否,,31.24,31.36,31.91,,-0.7561,-1.4364,-1.3588
00756B,群益投等新興公債,2026-09-14,29.79,-0.02,-0.07,136534000,0,綠縮,否,,30.04,30.17,30.71,,-0.8384,-1.6625,-1.3715
00758B,復華能源債,2026-09-14,49.34,0.09,0.18,103280000,0,綠縮,否,,49.67,49.8,50.48,,-0.5008,-1.1612,-1.0826
00759B,復華製藥債,2026-09-14,51.75,0.1,0.19,100295000,0,綠縮,否,,52.1,52.33,53.14,,-0.8563,-1.3573,-1.2772
00760B,復華新興企業債,2026-09-14,51.4,0.15,0.29,102937000,0,綠縮,否,,51.72,51.96,52.73,,-0.9195,-1.4883,-1.1852
00761B,國泰A級公司債,2026-09-14,32.44,0.01,0.03,328418000,0,綠縮,否,,32.65,32.79,33.36,,-0.8383,-1.4844,-1.3618
00764B,群益25年美債,2026-09-14,26.52,0.03,0.11,11490197000,0,綠增,是,,26.74,26.86,27.18,,-0.8676,-1.0319,-1.0323
00768B,復華20年美債,2026-09-14,47.07,0.05,0.11,310383000,0,綠縮,否,,47.5,47.73,48.62,,-0.9508,-1.5227,-1.4482
00772B,中信高評級公司債,2026-09-14,31.87,0.02,0.06,1712361000,0,綠縮,否,,32.08,32.23,32.65,,-0.9204,-1.2229,-1.098
00773B,中信優先金融債,2026-09-14,34.08,-0.01,-0.03,675086000,0,綠縮,否,,34.35,34.55,35.05,,-1.1339,-1.3815,-1.1076
00777B,凱基AAA至A公司債,2026-09-14,30.72,0.16,0.52,102086000,0,綠縮,否,,30.86,31.0,31.4,,-0.8545,-1.1953,-1.1678
00778B,凱基金融債20+,2026-09-14,32.65,0.06,0.18,101368000,0,綠縮,否,,32.85,33.0,33.48,,-0.923,-1.2715,-1.1207
00779B,凱基美債25+,2026-09-14,26.83,0.1,0.37,311145000,0,綠增,否,,27.04,27.16,27.48,,-0.8725,-1.0204,-1.0389
00780B,國泰A級金融債,2026-09-14,35.78,0.05,0.14,159206000,0,綠縮,否,,35.96,36.16,36.79,,-1.0838,-1.6618,-1.182
00781B,國泰A級科技債,2026-09-14,26.74,0.03,0.11,145310000,0,綠縮,否,,26.89,26.98,27.26,,-0.6649,-0.9436,-1.0453
00782B,國泰A級公用債,2026-09-14,28.88,0.07,0.24,323227000,0,綠縮,否,,29.07,29.2,29.53,,-0.8798,-0.997,-1.0454
00785B,富邦金融投等債,2026-09-14,33.28,0.11,0.33,51012000,0,綠縮,否,,33.47,33.68,34.14,,-1.2628,-1.4052,-1.0536
00786B,元大10年IG銀行債,2026-09-14,31.09,0.0,0.0,21250000,0,綠縮,否,,31.37,31.51,32.06,,-0.9286,-1.6755,-1.2337
00787B,元大10年IG醫療債,2026-09-14,31.2,0.05,0.16,3259000,0,綠增,否,,31.41,31.54,31.88,,-0.7959,-0.9672,-0.9323
00788B,元大10年IG電能債,2026-09-14,28.58,0.08,0.28,53138000,0,綠縮,否,,28.77,28.9,29.24,,-0.9094,-1.0749,-1.1659
00789B,復華公司債A3,2026-09-14,45.38,0.16,0.35,101079000,0,綠縮,否,,45.61,45.77,46.27,,-0.6881,-0.9823,-1.1905
00791B,復華信用債1-5,2026-09-14,56.35,0.05,0.09,101000000,0,綠縮,否,,56.38,56.56,56.97,,-0.6345,-0.7632,-0.6019
00792B,群益A級公司債,2026-09-14,30.3,0.06,0.2,109027000,0,綠縮,否,,30.48,30.59,30.91,,-0.7167,-0.92,-0.9564
00793B,群益AAA-A醫療債,2026-09-14,29.25,0.0,0.0,125000000,0,綠縮,否,,29.46,29.56,29.94,,-0.6273,-1.0446,-1.0217
00795B,中信美國公債20年,2026-09-14,25.42,0.03,0.12,2764589000,0,綠縮,否,,25.62,25.74,26.18,,-0.8666,-1.3871,-1.3323
00799B,國泰A級醫療債,2026-09-14,28.03,0.03,0.11,215287000,0,綠縮,否,,28.21,28.32,28.81,,-0.8018,-1.4133,-1.3138
00834B,第一金金融債10+,2026-09-14,32.59,0.11,0.34,113183000,0,綠縮,否,,32.77,32.92,33.28,,-0.9372,-1.0668,-1.1024
00836B,永豐10年A公司債,2026-09-14,27.3,0.0,0.0,73442000,0,綠增,否,,27.52,27.63,27.99,,-0.7932,-1.3463,-1.0552
00840B,凱基IG精選15+,2026-09-14,28.28,0.07,0.25,100087000,0,綠縮,否,,28.41,28.53,28.92,,-0.8099,-1.1777,-1.2178
00841B,凱基AAA-AA公司債,2026-09-14,26.94,0.08,0.3,100000000,0,綠縮,否,,27.07,27.17,27.65,,-0.7481,-1.4688,-1.4981
00842B,台新美元銀行債,2026-09-14,28.82,0.06,0.21,159834000,0,綠縮,否,,29.03,29.13,29.48,,-0.7387,-1.0696,-0.926
00844B,台新15年IG金融債,2026-09-14,29.92,0.09,0.3,80098000,0,綠縮,否,,30.08,30.24,30.78,,-1.0135,-1.5563,-1.3353
00845B,富邦新興投等債,2026-09-14,32.03,-0.04,-0.12,121298000,0,綠縮,否,,32.2,32.36,32.86,,-1.0207,-1.4405,-1.1775
00846B,富邦歐洲銀行債,2026-09-14,34.6,0.03,0.09,107000000,0,綠縮,否,,34.81,34.96,35.55,,-0.8602,-1.5462,-1.1387
00847B,中信美國市政債,2026-09-14,24.04,0.03,0.12,608089000,0,綠縮,是,,24.25,24.4,24.84,,-1.1816,-1.621,-1.5108
00848B,中信新興亞洲債,2026-09-14,32.87,-0.03,-0.09,500112000,0,綠增,是,,33.09,33.23,33.54,,-0.8213,-0.9539,-0.9203
