股票代號,股票名稱,日期,收盤價,漲跌(元),漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
00400A,主動國泰動能高息,2026-05-25,14.57,0.67,4.82,60619536,878466175,綠轉紅,否,是,13.47,13.55,13.47,12.49,-1.1449,-1.2752,1.7366
00401A,主動摩根台灣鑫收,2026-05-25,13.59,0.51,3.9,11638016,157887048,綠轉紅,否,是,12.74,12.69,12.52,11.79,0.807,0.3797,2.0912
00403A,主動統一升級50,2026-05-25,10.58,0.38,3.73,720434011,7580244670,,否,,10.03,10.12,,,-1.743,,
0050,元大台灣50,2026-05-25,100.8,3.5,3.6,129483256,13010032076,綠轉紅,否,是,95.91,95.83,94.93,88.1,0.1776,-0.2498,2.0369
0051,元大中型100,2026-05-25,140.65,4.25,3.12,135683,19061964,紅增,否,是,133.11,132.47,130.77,124.7,0.9633,0.6114,1.7764
0052,富邦科技,2026-05-25,59.6,1.95,3.38,46477310,2769458194,綠轉紅,是,是,56.58,56.44,55.75,52.07,0.5152,-0.0354,2.2758
0053,元大電子,2026-05-25,235.35,9.5,4.21,45590,10646563,綠轉紅,是,是,221.59,221.76,219.05,201.86,-0.1487,0.0068,2.2082
0055,元大MSCI金融,2026-05-25,33.95,0.05,0.15,687733,23238721,紅縮,是,是,33.94,33.77,33.7,33.5,1.0178,-0.0237,0.5415
0056,元大高股息,2026-05-25,48.35,2.0,4.31,64623589,3105784849,紅增,否,是,45.64,45.3,44.03,42.04,1.4945,1.4284,2.4561
0057,富邦摩台,2026-05-25,298.35,8.95,3.09,148277,44346208,綠縮,是,是,284.89,286.21,283.02,261.95,-0.9182,-0.3274,1.9718
0061,元大寶滬深,2026-05-25,24.83,0.14,0.57,325822,8101603,綠增,否,是,24.79,24.98,24.81,24.3,-1.5176,-0.1998,0.5859
006203,元大MSCI台灣,2026-05-25,183.65,6.4,3.61,11788,2152672,綠轉紅,否,是,174.74,174.59,173.09,160.84,0.1777,-0.3084,1.9541
006204,永豐臺灣加權,2026-05-25,218.0,6.35,3.0,35816,7798548,綠轉紅,否,是,207.73,207.24,204.71,193.39,0.4691,0.2879,1.8825
006205,富邦上証,2026-05-25,41.06,0.34,0.83,717648,29509271,綠增,否,是,41.11,41.41,41.23,40.48,-1.4717,-0.3393,0.5793
006206,元大上證50,2026-05-25,36.71,0.14,0.38,74402,2732162,綠增,否,否,36.83,37.28,37.38,36.88,-2.4165,-1.203,0.1125
006207,復華滬深,2026-05-25,33.38,0.39,1.18,154426,5147625,綠縮,否,是,33.18,33.47,33.27,32.68,-1.6946,-0.2414,0.4832
006208,富邦台50,2026-05-25,233.15,8.1,3.6,7505248,1746925483,綠轉紅,是,是,221.9,221.76,219.85,204.03,0.1309,-0.3438,1.9831
00631L,元大台灣50正2,2026-05-25,34.56,2.0,6.14,203869686,7017265372,綠轉紅,否,是,31.63,31.66,31.21,27.65,-0.2271,-0.9448,3.2303
00632R,元大台灣50反1,2026-05-25,10.68,-0.4,-3.61,183839905,1975286517,紅轉綠,否,否,11.29,11.32,11.43,12.24,-0.5813,0.2036,-1.939
00633L,富邦上証正2,2026-05-25,51.55,0.85,1.68,2564617,132174210,綠縮,否,是,51.23,52.31,52.24,51.15,-4.0637,-1.3669,-0.0287
00634R,富邦上証反1,2026-05-25,3.09,-0.02,-0.64,435000,1343820,紅縮,否,否,3.1,3.07,3.08,3.12,2.0395,0.7215,-0.0487
00635U,期元大S&P黃金,2026-05-25,47.66,0.31,0.65,3683984,175787110,綠縮,否,否,47.36,48.04,48.27,49.68,-2.7956,-1.4847,-1.1701
00636,國泰中國A50,2026-05-25,28.33,0.25,0.89,1121005,31793507,綠縮,是,是,28.29,28.57,28.5,28.22,-1.9685,-0.4911,0.13
00636K,國泰中國A50+U,2026-05-25,9.08,0.12,1.34,200,1816,綠縮,否,是,9.02,9.08,9.06,8.93,-1.3126,-0.2745,0.2657
00637L,元大滬深300正2,2026-05-25,21.18,0.27,1.29,30307203,643039322,綠縮,否,是,21.15,21.59,21.56,21.11,-4.0294,-1.3026,0.0023
00638R,元大滬深300反1,2026-05-25,6.58,-0.07,-1.05,72450,476134,紅縮,否,否,6.62,6.56,6.58,6.67,1.9089,0.5212,-0.1518
00639,富邦深100,2026-05-25,17.94,0.24,1.36,1475786,26450263,綠縮,否,是,17.73,17.85,17.6,17.14,-1.3244,0.552,0.9867
00640L,富邦日本正2,2026-05-25,101.6,1.9,1.91,363204,36862147,紅增,否,是,98.04,98.27,95.69,94.47,-0.467,1.7235,1.6249
00641R,富邦日本反1,2026-05-25,3.84,-0.07,-1.79,2971566,11442066,綠增,否,否,3.93,3.93,3.98,4.0,0.4084,-0.8085,-0.7481
00642U,期元大S&P石油,2026-05-25,28.64,-2.24,-7.25,9738206,281475223,綠增,是,是,31.25,31.12,30.89,28.38,0.8715,1.9862,2.8843
