股票代號,股票名稱,日期,收盤價,漲跌(元),漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
00411A,主動統一前沿科技,2026-09-03,9.48,-0.02,-0.21,13829879000,0,,是,,9.62,9.62,,,-0.0,-0.9265,
006201,元大富櫃50,2026-09-03,43.34,-1.75,-3.88,220855000,0,紅縮,否,,43.84,43.9,42.05,,-0.2321,6.4508,-1.2506
00679B,元大美債20年,2026-09-03,25.77,0.12,0.47,14973193000,0,綠縮,否,,25.75,26.01,26.39,,-1.9872,-1.8159,-1.0033
00687B,國泰20年美債,2026-09-03,27.11,0.14,0.52,11658372000,0,綠縮,否,,27.08,27.24,27.55,,-1.1462,-1.2829,-0.7332
00687C,國泰20年美債+櫃U,2026-09-03,9.1,0.05,0.55,25000000,0,綠轉紅,否,,9.08,9.09,9.13,,-0.2855,-0.3398,-0.4849
00694B,富邦美債1-3,2026-09-03,41.71,-0.01,-0.02,666160000,0,綠縮,是,,41.77,41.96,42.19,,-0.9251,-0.792,-0.3508
00695B,富邦美債7-10,2026-09-03,34.58,0.06,0.17,71482000,0,綠縮,否,,34.66,34.9,35.17,,-1.3717,-1.066,-0.6623
00696B,富邦美債20年,2026-09-03,28.07,0.15,0.54,1358356000,0,綠縮,否,,28.04,28.2,28.54,,-1.1634,-1.3019,-1.0181
00697B,元大美債7-10,2026-09-03,35.16,0.06,0.17,119404000,0,綠縮,否,,35.23,35.47,35.72,,-1.3331,-1.0186,-0.4126
00719B,元大美債1-3,2026-09-03,31.02,0.0,0.0,1756703000,0,綠縮,否,,31.07,31.22,31.37,,-0.9057,-0.6682,-0.3099
00720B,元大投資級公司債,2026-09-03,31.79,0.08,0.25,3034729000,0,綠縮,否,,31.79,31.96,32.33,,-1.1014,-1.0219,-1.1498
00722B,群益投資級電信債,2026-09-03,34.18,0.12,0.35,4903680000,0,綠縮,否,,34.15,34.31,34.69,,-0.9629,-1.004,-1.2509
00723B,群益投資級科技債,2026-09-03,29.27,0.09,0.31,107000000,0,綠縮,否,,29.23,29.45,29.72,,-1.4629,-1.0383,-1.2691
00724B,群益投資級金融債,2026-09-03,32.66,0.07,0.21,2960311000,0,綠縮,否,,32.71,32.95,33.26,,-1.3926,-1.164,-1.0193
00725B,國泰投資級公司債,2026-09-03,33.88,0.1,0.3,2500757000,0,綠縮,否,,33.86,34.07,34.38,,-1.1962,-1.0083,-1.1031
00726B,國泰新興投等債,2026-09-03,32.1,-0.03,-0.09,155643000,0,綠縮,否,,32.18,32.35,32.73,,-1.0577,-0.9734,-0.8947
00727B,國泰優選非投等債,2026-09-03,39.23,0.0,0.0,159269000,0,綠縮,否,,39.26,39.41,39.57,,-0.7935,-0.6053,-0.634
