股票代號,股票名稱,日期,收盤價,漲跌(元),漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
006201,元大富櫃50,2026-07-21,41.69,1.89,4.75,229881000,0,綠縮,否,否,42.66,44.96,46.45,46.16,-9.7571,-4.6304,-1.937
00679B,元大美債20年,2026-07-21,26.83,-0.16,-0.59,29140476000,0,綠增,否,是,26.85,26.9,26.99,26.73,-0.3489,-0.9209,0.2991
00687B,國泰20年美債,2026-07-21,27.91,-0.16,-0.57,39548288000,0,綠增,否,是,27.91,27.98,28.09,27.87,-0.4494,-0.9629,0.0463
00687C,國泰20年美債+櫃U,2026-07-21,9.2,-0.03,-0.33,44900000,0,綠縮,是,否,9.22,9.27,9.37,9.32,-1.243,-1.5812,-0.2077
00694B,富邦美債1-3,2026-07-21,42.42,-0.02,-0.05,221854000,0,紅縮,否,是,42.41,42.34,42.08,41.7,0.3217,0.4484,0.4655
00695B,富邦美債7-10,2026-07-21,35.54,-0.06,-0.17,692019000,0,綠增,否,是,35.57,35.59,35.48,35.19,-0.0955,-0.0898,0.4188
00696B,富邦美債20年,2026-07-21,28.94,-0.17,-0.58,4687349000,0,綠增,是,否,29.07,29.21,29.37,29.01,-0.9742,-1.2674,0.1261
00697B,元大美債7-10,2026-07-21,36.02,-0.07,-0.19,304708000,0,紅縮,否,是,35.95,35.89,35.8,35.65,0.3181,0.1423,0.3139
00719B,元大美債1-3,2026-07-21,31.43,,,3461147000,0,紅縮,否,是,31.57,31.49,31.28,31.02,0.5478,0.5942,0.5206
00720B,元大投資級公司債,2026-07-21,32.7,,,13115553000,0,綠增,是,否,33.1,33.32,33.47,33.11,-1.3119,-1.0806,-0.0209
00722B,群益投資級電信債,2026-07-21,35.3,-0.18,-0.51,5294324000,0,綠增,是,否,35.49,35.85,36.16,35.97,-1.972,-1.6245,-0.3486
00723B,群益投資級科技債,2026-07-21,30.11,-0.2,-0.66,127050000,0,綠增,否,否,30.34,30.7,30.97,30.79,-2.2738,-1.7224,-0.4164
00724B,群益投資級金融債,2026-07-21,33.66,-0.11,-0.33,4160234000,0,綠增,否,否,33.78,34.03,34.15,33.79,-1.4757,-1.0524,0.0615
00725B,國泰投資級公司債,2026-07-21,34.79,-0.21,-0.6,10340230000,0,綠增,否,否,35.01,35.33,35.51,35.15,-1.7565,-1.255,-0.128
