股票代號,股票名稱,日期,收盤價,漲跌(元),漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
00400A,主動國泰動能高息,2026-05-18,13.05,-0.15,-1.14,63541695,818808776,綠增,否,是,13.63,13.72,13.24,12.36,-1.4038,2.4104,3.2429
00401A,主動摩根台灣鑫收,2026-05-18,12.35,-0.03,-0.24,7357236,89919793,紅轉綠,否,是,12.64,12.64,12.27,11.67,-0.0474,2.3476,2.5972
00403A,主動統一升級50,2026-05-18,9.84,-0.16,-1.6,1280137109,12562303615,,否,,10.21,,,,,,
0050,元大台灣50,2026-05-18,94.9,-0.5,-0.52,118571453,11160721206,紅轉綠,否,是,95.74,96.07,93.03,87.12,-0.6743,2.1642,3.1917
0051,元大中型100,2026-05-18,129.3,0.2,0.15,149302,19095893,紅轉綠,否,是,131.84,131.67,128.49,123.72,0.2586,2.0144,2.039
0052,富邦科技,2026-05-18,55.85,-0.1,-0.18,31823580,1759609175,紅轉綠,否,是,56.29,56.46,54.51,51.52,-0.5828,2.5243,3.0289
0053,元大電子,2026-05-18,218.2,-3.1,-1.4,48702,10497495,紅轉綠,是,是,221.92,221.74,214.31,199.38,0.1625,2.4984,3.5701
0055,元大MSCI金融,2026-05-18,33.49,-0.17,-0.51,219954,7387592,紅轉綠,否,是,33.6,33.78,33.52,33.46,-1.0542,0.4729,0.1105
0056,元大高股息,2026-05-18,44.5,0.05,0.11,59831020,2644982067,紅縮,否,是,44.97,44.66,42.97,41.65,1.3615,4.4601,2.3142
0057,富邦摩台,2026-05-18,281.95,-4.5,-1.57,69597,19437116,紅轉綠,是,是,287.53,287.15,277.55,259.01,0.265,2.6177,3.4892
0061,元大寶滬深,2026-05-18,24.8,-0.2,-0.8,289870,7192101,紅縮,否,是,25.17,25.03,24.66,24.24,1.133,1.6033,1.1566
006203,元大MSCI台灣,2026-05-18,172.3,-0.8,-0.46,47332,8128869,紅轉綠,否,是,174.43,175.12,169.78,159.08,-0.7906,2.0542,3.1033
006204,永豐臺灣加權,2026-05-18,203.8,-1.35,-0.66,45065,9178431,紅轉綠,是,是,206.76,206.65,200.93,191.66,0.1065,2.2109,2.4957
006205,富邦上証,2026-05-18,40.9,-0.33,-0.8,1160724,47542256,紅轉綠,是,是,41.72,41.55,40.99,40.39,0.8022,1.2253,0.9928
006206,元大上證50,2026-05-18,36.92,-0.41,-1.1,64907,2401013,紅轉綠,否,是,37.74,37.74,37.34,36.87,0.0106,0.7152,0.723
006207,復華滬深,2026-05-18,33.14,-0.38,-1.13,511785,16991837,紅縮,是,是,33.75,33.55,33.11,32.61,1.2296,1.4392,1.0468
006208,富邦台50,2026-05-18,219.4,-1.0,-0.45,7455796,1624786185,紅轉綠,否,是,221.61,222.52,215.57,201.78,-0.8146,2.0992,3.1743
00631L,元大台灣50正2,2026-05-18,30.91,-0.35,-1.12,206250171,6279822843,紅轉綠,否,是,31.7,31.97,30.23,27.14,-1.6505,3.9646,5.2487
00632R,元大台灣50反1,2026-05-18,11.47,0.01,0.09,148949849,1721978275,綠轉紅,否,否,11.35,11.3,11.66,12.36,0.9963,-2.0801,-2.7898
00633L,富邦上証正2,2026-05-18,51.5,-1.15,-2.18,2042862,105900685,紅轉綠,否,是,53.4,53.04,52.25,51.09,1.3667,1.6774,1.3873
