股票代號,股票名稱,日期,收盤價,漲跌(元),漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
00400A,主動國泰動能高息,2026-05-14,13.79,-0.16,-1.15,51563286,718648071,紅縮,否,是,13.94,13.75,13.13,12.32,2.9077,4.4208,4.007
00401A,主動摩根台灣鑫收,2026-05-14,12.78,-0.03,-0.23,7921606,102450078,紅縮,否,是,12.77,12.62,12.17,11.64,2.3245,3.6547,2.9516
00403A,主動統一升級50,2026-05-14,10.24,0.06,0.59,847276873,8716088289,,,,,,,,,,
0050,元大台灣50,2026-05-14,96.05,0.55,0.58,57229209,5510647058,紅縮,否,是,96.46,95.55,91.95,86.75,1.9338,2.8084,3.4627
0051,元大中型100,2026-05-14,132.45,-1.3,-0.97,108542,14413535,紅縮,否,是,133.54,131.38,127.77,123.46,3.3431,3.3593,2.4537
0052,富邦科技,2026-05-14,56.6,0.45,0.8,25099890,1419937529,紅縮,否,是,56.74,56.08,53.88,51.33,2.3818,3.0598,3.2034
0053,元大電子,2026-05-14,223.8,2.4,1.08,9083,2027968,紅縮,否,是,223.28,220.53,211.65,198.45,2.5302,3.2082,3.8556
0055,元大MSCI金融,2026-05-14,33.66,-0.09,-0.27,213125,7208187,紅縮,否,是,33.85,33.7,33.51,33.46,0.8641,0.9041,0.3143
0056,元大高股息,2026-05-14,45.15,0.0,0.0,35738811,1620104965,紅縮,否,是,45.3,44.05,42.65,41.54,5.8266,5.1813,2.5969
0057,富邦摩台,2026-05-14,287.1,-6.2,-2.11,5994,1721974,紅縮,否,是,289.19,285.48,274.19,257.87,2.6334,3.2141,3.735
0061,元大寶滬深,2026-05-14,25.34,-0.08,-0.31,236567,6037257,紅縮,否,是,25.21,24.95,24.58,24.21,2.0813,1.9613,1.2251
006203,元大MSCI台灣,2026-05-14,175.15,1.0,0.57,59819,10506923,紅縮,是,是,176.13,174.35,167.95,158.45,2.0629,2.7674,3.4542
006204,永豐臺灣加權,2026-05-14,208.4,2.3,1.12,25152,5242184,紅縮,否,是,208.32,205.62,199.23,191.08,2.6561,3.0082,2.7488
006205,富邦上証,2026-05-14,42.02,-0.28,-0.66,901902,38130939,紅縮,是,是,41.9,41.53,40.9,40.36,1.8026,1.8865,1.1212
006206,元大上證50,2026-05-14,38.04,-0.11,-0.29,82347,3144641,紅縮,否,是,37.97,37.81,37.3,36.85,0.8447,1.4599,0.9037
006207,復華滬深,2026-05-14,34.04,-0.08,-0.23,240615,8201122,紅縮,否,是,33.83,33.49,33.02,32.58,2.0514,1.908,1.124
006208,富邦台50,2026-05-14,222.5,1.3,0.59,6133410,1366900596,紅縮,否,是,223.4,221.44,213.13,200.94,1.7907,2.7493,3.465
00631L,元大台灣50正2,2026-05-14,31.96,0.11,0.35,161757349,5212196570,紅縮,否,是,32.29,31.71,29.7,26.96,3.7394,5.5593,5.9788
00632R,元大台灣50反1,2026-05-14,11.32,0.01,0.09,91702475,1030036706,綠縮,否,否,11.24,11.35,11.78,12.4,-1.9372,-2.8006,-3.0304
00633L,富邦上証正2,2026-05-14,54.15,-0.25,-0.46,3599918,196494605,紅縮,否,是,53.61,53.03,52.11,51.04,2.2116,2.1773,1.5147
00634R,富邦上証反1,2026-05-14,3.02,0.01,0.33,490899,1476327,綠縮,否,否,3.03,3.05,3.08,3.12,-1.3672,-1.326,-0.8841
00635U,期元大S&P黃金,2026-05-14,49.22,-0.04,-0.08,4307373,211662855,紅增,否,否,49.25,48.8,49.1,50.03,1.8404,0.5729,-0.6325
00636,國泰中國A50,2026-05-14,29.07,-0.06,-0.21,773867,22529260,紅增,否,是,28.86,28.7,28.42,28.19,1.1778,1.2633,0.7033
00636K,國泰中國A50+U,2026-05-14,9.23,-0.03,-0.32,200,1846,紅增,否,是,9.16,9.11,9.02,8.91,1.3044,0.9871,0.8775
00637L,元大滬深300正2,2026-05-14,22.33,-0.13,-0.58,47282428,1060806536,紅縮,是,是,22.11,21.87,21.49,21.06,2.191,2.1962,1.497
00638R,元大滬深300反1,2026-05-14,6.45,0.0,0.0,93963,603872,綠增,否,否,6.49,6.53,6.6,6.69,-1.3678,-1.284,-0.9005
00639,富邦深100,2026-05-14,18.15,0.02,0.11,1404633,25581267,紅增,是,是,17.93,17.65,17.34,17.03,3.2006,2.5567,1.534
00640L,富邦日本正2,2026-05-14,99.15,-1.75,-1.73,189582,18932064,紅縮,否,是,98.27,95.43,93.86,94.05,6.1346,3.5707,1.1095
00641R,富邦日本反1,2026-05-14,3.9,0.02,0.52,939198,3663870,綠增,否,否,3.93,3.99,4.02,4.01,-2.8204,-1.702,-0.5078
00642U,期元大S&P石油,2026-05-14,30.69,0.11,0.36,2096461,64160104,綠縮,否,是,30.09,30.52,29.52,27.87,-2.7977,-0.0491,2.6406
00643,群益深証中小,2026-05-14,20.61,-0.25,-1.2,3043688,62690436,紅縮,否,是,20.57,20.27,19.8,19.25,2.9532,2.7261,2.0457
00645,富邦日本,2026-05-14,54.75,-0.4,-0.73,173785,9531704,紅縮,否,是,54.47,53.62,53.17,53.26,3.2215,1.852,0.5532
00646,元大S&P500,2026-05-14,73.85,0.35,0.48,1541419,113881237,紅增,否,是,73.15,72.57,71.52,70.4,1.6113,1.6814,1.1671
00647L,元大S&P500正2,2026-05-14,133.15,1.25,0.95,55718,7427952,紅增,否,是,131.25,128.81,125.44,121.65,3.8699,3.3126,2.3456
00648R,元大S&P500反1,2026-05-14,4.02,-0.02,-0.5,822300,3296352,綠增,否,否,4.05,4.09,4.14,4.22,-2.0813,-1.6121,-1.2747
00650L,復華香港正2,2026-05-14,18.34,0.22,1.21,6564574,122337829,紅增,是,是,18.12,17.93,17.77,17.71,2.2222,2.0261,0.6286
