股票代號,股票名稱,日期,收盤價,漲跌(元),漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
006201,元大富櫃50,2026-06-25,48.62,-0.4,-0.82,220604000,0,綠增,否,是,49.02,47.8,48.52,43.66,5.2471,0.0209,1.8087
00679B,元大美債20年,2026-06-25,27.37,0.39,1.45,55846082000,0,紅增,是,是,26.94,26.77,26.58,26.79,1.2632,0.8667,0.7486
00687B,國泰20年美債,2026-06-25,28.49,0.43,1.53,48446565000,0,紅增,是,是,28.03,27.98,27.85,27.92,0.3293,0.3767,0.7125
00687C,國泰20年美債+櫃U,2026-06-25,9.54,0.1,1.06,26000000,0,紅增,否,是,9.44,9.38,9.34,9.33,1.2661,0.5252,0.9455
00694B,富邦美債1-3,2026-06-25,41.99,0.2,0.48,326130000,0,紅增,否,是,41.71,41.67,41.54,41.67,0.1922,0.2937,0.0831
00695B,富邦美債7-10,2026-06-25,35.58,0.34,0.96,114925000,0,紅增,否,是,35.22,35.12,35.01,35.24,0.5539,0.3859,0.3051
00696B,富邦美債20年,2026-06-25,29.86,0.46,1.56,4140076000,0,紅增,否,是,29.37,29.18,28.98,29.08,1.269,0.8362,0.9581
00697B,元大美債7-10,2026-06-25,35.76,0.3,0.85,373050000,0,紅增,否,是,35.58,35.57,35.5,35.69,0.0844,0.1944,0.182
00719B,元大美債1-3,2026-06-25,31.15,0.09,0.29,4260839000,0,紅增,否,是,30.99,30.96,30.88,31.02,0.194,0.2818,0.081
00720B,元大投資級公司債,2026-06-25,33.84,0.27,0.8,14735264000,0,紅增,是,是,33.48,33.35,33.17,33.11,0.7947,0.5639,0.767
00722B,群益投資級電信債,2026-06-25,36.76,0.29,0.8,5430662000,0,紅增,是,是,36.35,36.22,36.1,36.1,0.726,0.3435,0.6805
00723B,群益投資級科技債,2026-06-25,31.49,0.24,0.77,173822000,0,紅增,否,是,31.13,31.03,30.93,30.87,0.6597,0.2294,0.695
00724B,群益投資級金融債,2026-06-25,34.5,0.29,0.85,3992420000,0,紅增,否,是,34.11,33.94,33.78,33.78,0.9889,0.5987,0.627
00725B,國泰投資級公司債,2026-06-25,35.92,0.32,0.9,4624599000,0,紅增,否,是,35.55,35.42,35.25,35.15,0.7368,0.4709,0.7114
00726B,國泰新興投等債,2026-06-25,33.34,0.23,0.69,196785000,0,紅增,否,是,33.06,32.93,32.79,32.93,0.7987,0.4422,0.5042
00727B,國泰優選非投等債,2026-06-25,39.9,0.19,0.48,129870000,0,紅增,否,是,39.66,39.61,39.44,39.53,0.2781,0.4082,0.2478
00734B,台新JPM新興債,2026-06-25,16.05,0.12,0.75,47316000,0,紅增,否,是,15.92,15.85,15.74,15.76,0.8362,0.6988,0.5206
00740B,富邦全球投等債,2026-06-25,39.28,0.31,0.8,4147777000,0,紅增,否,是,38.87,38.82,38.7,38.66,0.2528,0.1832,0.5234
00741B,富邦全球非投等債,2026-06-25,37.3,0.13,0.35,142532000,0,紅增,否,否,37.17,37.2,37.12,37.35,-0.1504,0.1373,-0.0108
00746B,富邦A級公司債,2026-06-25,36.22,0.32,0.89,521214000,0,紅增,否,是,35.82,35.69,35.54,35.6,0.7368,0.4644,0.5901
00749B,凱基新興債10+,2026-06-25,32.28,0.29,0.91,102000000,0,紅增,否,是,32.05,31.88,31.69,31.7,1.0786,0.5837,0.7662
00750B,凱基科技債10+,2026-06-25,33.79,0.22,0.66,100000000,0,紅增,否,是,33.42,33.31,33.2,33.15,0.6747,0.2951,0.6822
00751B,元大AAA至A公司債,2026-06-25,32.06,0.26,0.82,8855703000,0,綠轉紅,否,是,31.9,31.9,31.81,31.75,0.0314,0.1067,0.5626
00754B,群益AAA-AA公司債,2026-06-25,34.02,0.23,0.68,123398000,0,紅增,否,是,33.67,33.56,33.47,33.66,0.6698,0.242,0.6026
00755B,群益投資級公用債,2026-06-25,33.46,0.27,0.81,180961000,0,紅增,是,是,33.05,32.88,32.73,32.86,1.0455,0.5781,0.6813
00756B,群益投等新興公債,2026-06-25,32.12,0.24,0.75,278075000,0,紅增,否,是,31.89,31.66,31.39,31.5,1.4185,0.8632,1.0088
00758B,復華能源債,2026-06-25,52.65,0.6,1.15,129999000,0,紅增,否,是,51.96,51.79,51.56,51.62,0.6782,0.4559,0.5313
00759B,復華製藥債,2026-06-25,56.0,0.75,1.36,160190000,0,紅增,是,是,55.16,54.86,54.54,54.65,1.0812,0.6974,0.697
00760B,復華新興企業債,2026-06-25,54.45,0.15,0.28,143277000,0,紅增,否,是,54.18,53.86,53.54,53.77,1.1954,0.6353,0.5446
00761B,國泰A級公司債,2026-06-25,35.15,0.32,0.92,992211000,0,紅增,是,是,34.74,34.6,34.46,34.59,0.7891,0.4499,0.6411
00764B,群益25年美債,2026-06-25,28.39,0.4,1.43,3752729000,0,紅增,否,是,27.93,27.91,27.8,27.89,0.1362,0.2514,0.6189
00768B,復華20年美債,2026-06-25,51.35,0.75,1.48,1077003000,0,紅增,是,是,50.52,50.19,49.86,50.45,1.3278,0.7993,0.7669
00772B,中信高評級公司債,2026-06-25,34.24,0.36,1.06,5199494000,0,紅增,是,是,33.84,33.79,33.69,33.74,0.3261,0.2254,0.5387
00773B,中信優先金融債,2026-06-25,36.51,0.35,0.97,2080100000,0,紅增,是,是,36.07,35.98,35.85,35.85,0.5071,0.3738,0.5271
00777B,凱基AAA至A公司債,2026-06-25,33.24,0.26,0.79,100091000,0,紅增,否,是,32.84,32.77,32.67,32.7,0.3852,0.2294,0.5989
00778B,凱基金融債20+,2026-06-25,35.26,0.3,0.86,104290000,0,紅增,否,是,34.81,34.7,34.55,34.47,0.6419,0.4284,0.6262
00779B,凱基美債25+,2026-06-25,28.75,0.35,1.23,414302000,0,紅增,否,是,28.28,28.27,28.17,28.26,0.0566,0.2198,0.6144
00780B,國泰A級金融債,2026-06-25,37.62,0.19,0.51,173503000,0,紅增,否,是,37.28,37.15,37.02,37.35,0.6915,0.457,0.3252
00781B,國泰A級科技債,2026-06-25,28.79,0.31,1.09,190176000,0,綠縮,否,是,28.43,28.63,28.67,28.69,-1.3739,-0.7042,0.1642
