股票代號,股票名稱,日期,收盤價,漲跌(元),漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
006201,元大富櫃50,2026-08-12,45.21,1.41,3.22,508551000,0,綠轉紅,否,否,40.9,41.0,43.29,45.92,-0.4721,-3.2884,-3.5678
00679B,元大美債20年,2026-08-12,26.39,0.07,0.27,7487461000,0,綠增,否,否,26.55,26.68,26.8,26.69,-0.9625,-0.5517,-0.7077
00687B,國泰20年美債,2026-08-12,27.46,0.07,0.26,8086311000,0,綠增,否,否,27.62,27.76,27.88,27.83,-0.9395,-0.5126,-0.7034
00687C,國泰20年美債+櫃U,2026-08-12,9.07,0.03,0.33,25000000,0,綠增,否,否,9.11,9.14,9.22,9.28,-0.8277,-0.6519,-1.0995
00694B,富邦美債1-3,2026-08-12,42.34,-0.02,-0.05,135739000,0,綠增,否,是,42.41,42.4,42.35,41.83,0.0566,0.026,0.2699
00695B,富邦美債7-10,2026-08-12,35.25,0.06,0.17,886819000,0,綠增,是,是,35.37,35.39,35.48,35.2,-0.1073,-0.2846,-0.1337
00696B,富邦美債20年,2026-08-12,28.42,0.06,0.21,2928841000,0,綠增,否,否,28.6,28.75,29.01,28.95,-1.0174,-0.886,-0.9999
00697B,元大美債7-10,2026-08-12,35.81,0.02,0.06,185261000,0,綠增,否,是,35.92,35.93,35.9,35.66,-0.0834,0.0278,0.0948
00719B,元大美債1-3,2026-08-12,31.48,-0.02,-0.06,1633345000,0,綠增,否,是,31.51,31.47,31.47,31.09,0.2227,-0.1079,0.2836
00720B,元大投資級公司債,2026-08-12,32.2,0.01,0.03,4645403000,0,綠增,否,否,32.36,32.48,32.95,32.99,-0.7606,-1.3185,-1.072
00722B,群益投資級電信債,2026-08-12,34.5,0.0,0.0,2444646000,0,綠增,否,否,34.7,34.91,35.43,35.78,-1.2073,-1.3257,-1.3711
00723B,群益投資級科技債,2026-08-12,29.76,0.08,0.27,248464000,0,綠縮,是,否,29.85,29.89,30.34,30.64,-0.2807,-1.0593,-1.2673
