股票代號,股票名稱,日期,收盤價,漲跌(元),漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
006201,元大富櫃50,2026-07-23,43.05,-0.5,-1.15,100175000,0,綠縮,否,否,41.88,43.93,45.98,46.25,-8.9094,-6.0567,-2.562
00679B,元大美債20年,2026-07-23,26.7,-0.12,-0.45,20788118000,0,綠增,否,否,26.86,26.84,26.99,26.73,0.1566,-0.6552,0.1819
00687B,國泰20年美債,2026-07-23,27.77,-0.12,-0.43,13824488000,0,綠增,否,否,27.93,27.91,28.08,27.86,0.1362,-0.6654,-0.0089
00687C,國泰20年美債+櫃U,2026-07-23,9.18,0.01,0.11,25000000,0,綠縮,否,否,9.2,9.23,9.35,9.31,-0.5833,-1.3255,-0.3624
00694B,富邦美債1-3,2026-07-23,42.27,-0.18,-0.42,187833000,0,紅轉綠,否,是,42.39,42.38,42.16,41.72,0.0708,0.341,0.4384
00695B,富邦美債7-10,2026-07-23,35.24,-0.26,-0.73,175163000,0,綠增,否,是,35.49,35.54,35.51,35.19,-0.2809,-0.1713,0.2966
00696B,富邦美債20年,2026-07-23,28.77,-0.14,-0.48,1220058000,0,綠增,否,否,28.96,29.09,29.34,28.99,-0.8559,-1.1823,-0.0834
00697B,元大美債7-10,2026-07-23,35.82,-0.21,-0.58,335672000,0,紅縮,否,是,36.0,35.91,35.83,35.65,0.4969,0.2037,0.2827
00719B,元大美債1-3,2026-07-23,31.37,-0.11,-0.35,2839854000,0,紅轉綠,否,是,31.54,31.5,31.33,31.03,0.2479,0.4336,0.4698
00720B,元大投資級公司債,2026-07-23,32.58,-0.1,-0.31,3823821000,0,綠增,否,否,32.93,33.11,33.39,33.08,-1.0814,-1.2349,-0.2748
00722B,群益投資級電信債,2026-07-23,35.11,-0.1,-0.28,4433241000,0,綠縮,是,否,35.31,35.61,36.05,35.92,-1.6544,-1.6626,-0.5915
00723B,群益投資級科技債,2026-07-23,29.86,-0.11,-0.37,212239000,0,綠增,否,否,30.12,30.44,30.85,30.75,-2.0935,-1.9014,-0.6904
00724B,群益投資級金融債,2026-07-23,33.51,-0.14,-0.42,3751009000,0,綠增,否,否,33.66,33.87,34.11,33.76,-1.2557,-1.1614,-0.1464
00725B,國泰投資級公司債,2026-07-23,34.64,-0.15,-0.43,5241467000,0,綠增,否,否,34.83,35.12,35.43,35.12,-1.5933,-1.4149,-0.3725
00726B,國泰新興投等債,2026-07-23,33.25,-0.19,-0.57,292678000,0,綠增,否,是,33.41,33.39,33.33,32.98,0.1559,0.0689,0.4098
